Entity,Code,Year,Reported cholera cases
Germany,DEU,1980,4
Germany,DEU,1981,4
Germany,DEU,1982,1
Germany,DEU,1986,2
Germany,DEU,1988,2
Germany,DEU,1989,1
Germany,DEU,1990,1
Germany,DEU,1992,1
Germany,DEU,1993,1
Germany,DEU,1994,5
Germany,DEU,1995,1
Germany,DEU,1997,2
Germany,DEU,1998,5
Germany,DEU,1999,3
Germany,DEU,2000,2
Germany,DEU,2001,1
Germany,DEU,2002,1
Germany,DEU,2003,1
Germany,DEU,2004,3
Germany,DEU,2006,1
Germany,DEU,2007,2
Germany,DEU,2010,4
Germany,DEU,2011,4
Germany,DEU,2014,1
Germany,DEU,2016,1
Ghana,GHA,1970,2733
Ghana,GHA,1971,13048
Ghana,GHA,1972,625
Ghana,GHA,1973,677
Ghana,GHA,1974,483
Ghana,GHA,1975,187
Ghana,GHA,1976,102
Ghana,GHA,1977,6565
Ghana,GHA,1978,1853
Ghana,GHA,1979,1783
Ghana,GHA,1980,260
Ghana,GHA,1981,943
Ghana,GHA,1982,11051
Ghana,GHA,1983,14160
Ghana,GHA,1984,1015
Ghana,GHA,1985,60
Ghana,GHA,1990,2937
Ghana,GHA,1991,13172
Ghana,GHA,1992,228
Ghana,GHA,1993,1448
Ghana,GHA,1994,2267
Ghana,GHA,1995,4698
Ghana,GHA,1996,1665
Ghana,GHA,1997,379
Ghana,GHA,1998,3426
Ghana,GHA,1999,9432
Ghana,GHA,2000,3331
Ghana,GHA,2001,5487
Ghana,GHA,2002,3614
Ghana,GHA,2003,204
Ghana,GHA,2004,407
Ghana,GHA,2005,3166
Ghana,GHA,2006,3357
Ghana,GHA,2007,179
Ghana,GHA,2008,1223
Ghana,GHA,2009,1294
Ghana,GHA,2010,438
Ghana,GHA,2011,10628
Ghana,GHA,2012,9548
Ghana,GHA,2013,50
Ghana,GHA,2014,28944
Ghana,GHA,2015,692
Ghana,GHA,2016,175
Ghana,GHA,2019,1
Ghana,GHA,2021,2
Greece,GRC,1986,1
Greece,GRC,1993,1
Guatemala,GTM,1991,3674
Guatemala,GTM,1992,15395
Guatemala,GTM,1993,30604
Guatemala,GTM,1994,5282
Guatemala,GTM,1995,7970
Guatemala,GTM,1996,1568
Guatemala,GTM,1997,1263
Guatemala,GTM,1998,5970
Guatemala,GTM,1999,2077
Guatemala,GTM,2000,612
Guatemala,GTM,2001,13
Guatemala,GTM,2002,1
Guatemala,GTM,2003,1
Guinea,GIN,1970,2000
Guinea,GIN,1986,286
Guinea,GIN,1994,31415
Guinea,GIN,1995,6506
Guinea,GIN,1996,287
Guinea,GIN,1998,881
Guinea,GIN,1999,599
Guinea,GIN,2000,519
Guinea,GIN,2001,392
Guinea,GIN,2002,61
Guinea,GIN,2003,6
Guinea,GIN,2004,1516
Guinea,GIN,2005,3821
Guinea,GIN,2006,3242
Guinea,GIN,2007,8546
Guinea,GIN,2008,513
Guinea,GIN,2009,42
Guinea,GIN,2011,3
Guinea,GIN,2012,7350
Guinea,GIN,2013,319
Guinea,GIN,2014,1
Guinea-Bissau,GNB,1986,200
Guinea-Bissau,GNB,1987,6000
Guinea-Bissau,GNB,1994,15296
Guinea-Bissau,GNB,1995,119
Guinea-Bissau,GNB,1996,8397
Guinea-Bissau,GNB,1997,20555
Guinea-Bissau,GNB,1998,126
Guinea-Bissau,GNB,2002,842
Guinea-Bissau,GNB,2003,290
Guinea-Bissau,GNB,2004,155
Guinea-Bissau,GNB,2005,25111
Guinea-Bissau,GNB,2006,37
Guinea-Bissau,GNB,2007,153
Guinea-Bissau,GNB,2008,14323
Guinea-Bissau,GNB,2009,5
Guinea-Bissau,GNB,2012,3068
Guinea-Bissau,GNB,2013,969
Guinea-Bissau,GNB,2014,11
Guyana,GUY,1992,576
Guyana,GUY,1993,66
Haiti,HTI,2010,179379
Haiti,HTI,2011,340311
Haiti,HTI,2012,112076
Haiti,HTI,2013,58809
Haiti,HTI,2014,27753
Haiti,HTI,2015,36045
Haiti,HTI,2016,41421
Haiti,HTI,2017,13681
Haiti,HTI,2018,3777
Haiti,HTI,2019,720
Honduras,HND,1991,17
Honduras,HND,1992,407
Honduras,HND,1993,4013
Honduras,HND,1994,5049
Honduras,HND,1995,4717
Honduras,HND,1996,708
Honduras,HND,1997,100
Honduras,HND,1998,306
Honduras,HND,1999,56
Honduras,HND,2000,8
Honduras,HND,2001,1
Hungary,HUN,1997,1
India,IND,1950,625
India,IND,1951,86787
India,IND,1952,101493
India,IND,1953,213225
India,IND,1954,22146
India,IND,1955,23533
India,IND,1956,39829
India,IND,1957,54961
India,IND,1958,66849
India,IND,1959,14852
India,IND,1960,14621
India,IND,1961,47637
India,IND,1962,51082
India,IND,1963,44839
India,IND,1964,53011
India,IND,1965,42677
India,IND,1966,13052
India,IND,1967,13708
India,IND,1968,22587
India,IND,1969,19280
India,IND,1970,15067
India,IND,1971,71386
India,IND,1972,20435
India,IND,1973,41611
India,IND,1974,30903
India,IND,1975,22049
India,IND,1976,14946
India,IND,1977,8376
India,IND,1978,10585
India,IND,1979,5073
India,IND,1980,8344
India,IND,1981,4681
India,IND,1982,4656
India,IND,1983,8542
India,IND,1984,2527
India,IND,1985,5808
India,IND,1986,4208
India,IND,1987,11934
India,IND,1988,17162
India,IND,1989,5640
India,IND,1990,3583
India,IND,1991,6993
India,IND,1992,6911
India,IND,1993,12084
India,IND,1994,4973
India,IND,1995,3315
India,IND,1996,4396
India,IND,1997,2768
India,IND,1998,7151
India,IND,1999,3839
India,IND,2000,4053
India,IND,2001,4081
India,IND,2002,3455
India,IND,2003,2893
India,IND,2004,4695
India,IND,2005,3155
India,IND,2006,1939
India,IND,2007,2635
India,IND,2008,2680
India,IND,2010,5155
India,IND,2013,6008
India,IND,2014,4031
India,IND,2015,889
India,IND,2016,841
India,IND,2017,385
India,IND,2018,697
India,IND,2020,70
Indonesia,IDN,1960,41
Indonesia,IDN,1961,1742
Indonesia,IDN,1962,428
Indonesia,IDN,1963,535
Indonesia,IDN,1964,326
Indonesia,IDN,1966,204
Indonesia,IDN,1967,700
Indonesia,IDN,1968,135
Indonesia,IDN,1969,627
Indonesia,IDN,1970,5997
Indonesia,IDN,1971,23555
Indonesia,IDN,1972,44383
Indonesia,IDN,1973,52042
Indonesia,IDN,1974,41474
Indonesia,IDN,1975,48387
Indonesia,IDN,1976,41264
Indonesia,IDN,1977,17112
Indonesia,IDN,1978,10683
Indonesia,IDN,1979,18817
Indonesia,IDN,1980,5541
Indonesia,IDN,1981,18354
Indonesia,IDN,1982,10391
Indonesia,IDN,1983,13832
Indonesia,IDN,1984,7921
Indonesia,IDN,1985,4732
Indonesia,IDN,1986,11915
Indonesia,IDN,1987,659
Indonesia,IDN,1988,50
Indonesia,IDN,1989,67
Indonesia,IDN,1990,155
Indonesia,IDN,1991,6202
Indonesia,IDN,1992,25
Indonesia,IDN,1993,3564
Indonesia,IDN,1994,47
Indonesia,IDN,1996,66
Indonesia,IDN,1997,66
Indonesia,IDN,2001,561
Indonesia,IDN,2005,1338
Indonesia,IDN,2008,1007
Iran,IRN,1965,5037
Iran,IRN,1966,162
Iran,IRN,1967,221
Iran,IRN,1969,557
Iran,IRN,1970,19663
Iran,IRN,1971,344
Iran,IRN,1972,322
Iran,IRN,1973,55
Iran,IRN,1974,304
Iran,IRN,1975,2966
Iran,IRN,1976,2100
Iran,IRN,1977,10836
Iran,IRN,1978,264
Iran,IRN,1979,1856
Iran,IRN,1980,1599
Iran,IRN,1981,6034
Iran,IRN,1982,427
Iran,IRN,1983,270
Iran,IRN,1984,531
Iran,IRN,1985,1208
Iran,IRN,1986,20
Iran,IRN,1987,295
Iran,IRN,1988,486
Iran,IRN,1989,5222
Iran,IRN,1990,178
Iran,IRN,1991,1892
Iran,IRN,1992,97
Iran,IRN,1993,1347
Iran,IRN,1994,15
Iran,IRN,1995,2177
Iran,IRN,1997,1106
Iran,IRN,1998,270
Iran,IRN,1999,1369
Iran,IRN,2000,345
Iran,IRN,2001,105
Iran,IRN,2002,118
Iran,IRN,2003,96
Iran,IRN,2004,94
Iran,IRN,2005,1133
Iran,IRN,2007,19
Iran,IRN,2008,72
Iran,IRN,2011,1187
Iran,IRN,2012,53
Iran,IRN,2013,256
Iran,IRN,2015,86
Iran,IRN,2018,7
Iran,IRN,2019,2
Iran,IRN,2020,1
Iraq,IRQ,1966,227
Iraq,IRQ,1977,133
Iraq,IRQ,1978,96
Iraq,IRQ,1991,877
Iraq,IRQ,1992,97
Iraq,IRQ,1993,280
Iraq,IRQ,1994,838
Iraq,IRQ,1995,820
Iraq,IRQ,1996,1
Iraq,IRQ,1998,53
Iraq,IRQ,1999,1985
Iraq,IRQ,2000,532
Iraq,IRQ,2001,560
Iraq,IRQ,2002,718
Iraq,IRQ,2003,187
Iraq,IRQ,2004,35
Iraq,IRQ,2007,4697
Iraq,IRQ,2008,925
Iraq,IRQ,2009,6
Iraq,IRQ,2010,2
Iraq,IRQ,2012,4693
Iraq,IRQ,2013,1
Iraq,IRQ,2015,4965
Iraq,IRQ,2016,5
Iraq,IRQ,2018,3
Iraq,IRQ,2020,9
Ireland,IRL,2001,1
Israel,ISR,1970,185
Israel,ISR,1971,1
Israel,ISR,1972,11
Israel,ISR,1982,1
Israel,ISR,1987,2
Israel,ISR,1988,1
Israel,ISR,2013,1
Italy,ITA,1973,278
Italy,ITA,1975,1
Italy,ITA,1977,2
Italy,ITA,1979,8
Italy,ITA,1994,12
Italy,ITA,1995,1
Italy,ITA,1998,2
Italy,ITA,2006,1
Italy,ITA,2007,1
Italy,ITA,2013,1
Japan,JPN,1963,16
Japan,JPN,1964,2
Japan,JPN,1969,8
Japan,JPN,1970,5
Japan,JPN,1975,3
Japan,JPN,1976,6
Japan,JPN,1977,52
Japan,JPN,1978,34
Japan,JPN,1979,11
Japan,JPN,1980,23
Japan,JPN,1981,19
Japan,JPN,1982,16
Japan,JPN,1983,35
Japan,JPN,1984,55
Japan,JPN,1985,36
Japan,JPN,1986,26
Japan,JPN,1987,34
Japan,JPN,1988,33
Japan,JPN,1989,95
Japan,JPN,1990,73
Japan,JPN,1991,90
Japan,JPN,1992,46
Japan,JPN,1993,89
Japan,JPN,1994,91
Japan,JPN,1995,321
Japan,JPN,1996,39
Japan,JPN,1997,89
Japan,JPN,1998,60
Japan,JPN,1999,40
Japan,JPN,2000,34
Japan,JPN,2001,11
Japan,JPN,2002,27
Japan,JPN,2003,16
Japan,JPN,2004,66
Japan,JPN,2005,43
Japan,JPN,2006,34
Japan,JPN,2007,0
Japan,JPN,2011,12
Japan,JPN,2012,3
Japan,JPN,2013,8
Japan,JPN,2014,5
Japan,JPN,2015,7
Japan,JPN,2016,10
Japan,JPN,2017,7
Japan,JPN,2018,4
Japan,JPN,2019,5
Japan,JPN,2020,1
Jordan,JOR,1970,3
Jordan,JOR,1976,152
Jordan,JOR,1977,427
Jordan,JOR,1979,141
Jordan,JOR,1981,870
Jordan,JOR,1990,2
Kazakhstan,KAZ,1993,74
Kazakhstan,KAZ,1994,3
Kazakhstan,KAZ,1995,16
Kazakhstan,KAZ,1997,4
Kazakhstan,KAZ,2001,1
Kazakhstan,KAZ,2008,1
Kenya,KEN,1971,239
Kenya,KEN,1972,51
Kenya,KEN,1974,402
Kenya,KEN,1975,1093
Kenya,KEN,1976,1359
Kenya,KEN,1977,21
Kenya,KEN,1978,673
Kenya,KEN,1979,1070
Kenya,KEN,1980,2808
Kenya,KEN,1981,2424
Kenya,KEN,1982,3498
Kenya,KEN,1983,1049
Kenya,KEN,1984,14
Kenya,KEN,1985,1352
Kenya,KEN,1986,839
Kenya,KEN,1987,255
Kenya,KEN,1989,918
Kenya,KEN,1992,3388
Kenya,KEN,1994,880
Kenya,KEN,1995,1547
Kenya,KEN,1996,482
Kenya,KEN,1997,17200
Kenya,KEN,1998,22432
Kenya,KEN,1999,11039
Kenya,KEN,2000,1157
Kenya,KEN,2001,1001
Kenya,KEN,2002,291
Kenya,KEN,2004,870
Kenya,KEN,2005,816
Kenya,KEN,2006,870
Kenya,KEN,2007,1206
Kenya,KEN,2008,3091
Kenya,KEN,2009,11425
Kenya,KEN,2010,3188
Kenya,KEN,2011,74
Kenya,KEN,2014,35
Kenya,KEN,2015,13291
Kenya,KEN,2016,5866
Kenya,KEN,2017,4288
Kenya,KEN,2018,5719
Kenya,KEN,2019,5208
Kenya,KEN,2020,447
Kenya,KEN,2021,38
Kiribati,KIR,1977,1307
Kiribati,KIR,1978,494
Kuwait,KWT,1970,4
Kuwait,KWT,1975,3
Kuwait,KWT,1976,2
Kuwait,KWT,1977,13
Kuwait,KWT,1978,1
Kuwait,KWT,1979,3
Kuwait,KWT,1981,8
Kuwait,KWT,1985,113
Kuwait,KWT,1986,38
Kuwait,KWT,1989,133
Kuwait,KWT,1993,1
Kuwait,KWT,1997,1
Kuwait,KWT,2015,5
Kyrgyzstan,KGZ,1994,4
Laos,LAO,1953,31
Laos,LAO,1969,448
Laos,LAO,1993,5521
Laos,LAO,1994,9660
Laos,LAO,1995,1365
Laos,LAO,1996,720
Laos,LAO,2007,169
Laos,LAO,2008,201
Laos,LAO,2010,237
Lebanon,LBN,1970,54
Lebanon,LBN,1977,30
Lebanon,LBN,1993,344
Lebanon,LBN,1994,3
Lebanon,LBN,2005,1
Lesotho,LSO,2005,0
Lesotho,LSO,2006,0
Liberia,LBR,1970,168
Liberia,LBR,1971,606
Liberia,LBR,1972,947
Liberia,LBR,1973,1336
Liberia,LBR,1974,512
Liberia,LBR,1975,704
Liberia,LBR,1976,646
Liberia,LBR,1977,512
Liberia,LBR,1978,422
Liberia,LBR,1979,438
Liberia,LBR,1980,2690
Liberia,LBR,1981,1582
Liberia,LBR,1982,670
Liberia,LBR,1983,183
Liberia,LBR,1984,492
Liberia,LBR,1985,355
Liberia,LBR,1986,59
Liberia,LBR,1987,33
Liberia,LBR,1988,68
Liberia,LBR,1989,28
Liberia,LBR,1991,132
Liberia,LBR,1994,764
Liberia,LBR,1995,3420
Liberia,LBR,1996,8922
Liberia,LBR,1997,91
Liberia,LBR,1998,2123
Liberia,LBR,1999,215
Liberia,LBR,2000,365
Liberia,LBR,2001,1062
Liberia,LBR,2002,1115
Liberia,LBR,2003,34740
Liberia,LBR,2004,2786
Liberia,LBR,2005,3823
Liberia,LBR,2006,4929
Liberia,LBR,2007,3063
Liberia,LBR,2008,1236
Liberia,LBR,2009,1070
Liberia,LBR,2010,1546
Liberia,LBR,2011,1146
Liberia,LBR,2012,219
Liberia,LBR,2013,92
Liberia,LBR,2014,44
Liberia,LBR,2018,2
Liberia,LBR,2021,167
Libya,LBY,1970,1151
Libya,LBY,1995,22
Madagascar,MDG,1971,2
Madagascar,MDG,1996,0
Madagascar,MDG,1999,9973
Madagascar,MDG,2000,29305
Madagascar,MDG,2001,7219
Madagascar,MDG,2002,27
Madagascar,MDG,2003,5
Madagascar,MDG,2005,0
Madagascar,MDG,2006,0
Malawi,MWI,1973,371
Malawi,MWI,1976,19
Malawi,MWI,1977,577
Malawi,MWI,1978,263
Malawi,MWI,1981,261
Malawi,MWI,1983,487
Malawi,MWI,1988,6
Malawi,MWI,1989,8351
Malawi,MWI,1990,13457
Malawi,MWI,1991,8088
Malawi,MWI,1992,298
Malawi,MWI,1993,25193
Malawi,MWI,1994,107
Malawi,MWI,1995,1
Malawi,MWI,1996,1
Malawi,MWI,1997,130
Malawi,MWI,1998,1745
Malawi,MWI,1999,26508
Malawi,MWI,2000,2391
Malawi,MWI,2001,2395
Malawi,MWI,2002,32618
Malawi,MWI,2003,2736
Malawi,MWI,2004,675
Malawi,MWI,2005,1105
Malawi,MWI,2006,4148
Malawi,MWI,2007,475
Malawi,MWI,2008,831
Malawi,MWI,2009,5751
Malawi,MWI,2010,1155
Malawi,MWI,2011,120
Malawi,MWI,2012,187
Malawi,MWI,2015,693
Malawi,MWI,2016,1792
Malawi,MWI,2017,344
Malawi,MWI,2018,812
Malawi,MWI,2019,23
Malawi,MWI,2020,3
Malawi,MWI,2021,2
Malaysia,MYS,1954,1
Malaysia,MYS,1963,349
Malaysia,MYS,1964,512
Malaysia,MYS,1965,16
Malaysia,MYS,1966,5
Malaysia,MYS,1968,15
Malaysia,MYS,1969,70
Malaysia,MYS,1970,106
Malaysia,MYS,1971,53
Malaysia,MYS,1972,864
Malaysia,MYS,1973,369
Malaysia,MYS,1974,349
Malaysia,MYS,1975,110
Malaysia,MYS,1976,246
Malaysia,MYS,1977,444
Malaysia,MYS,1978,1635
Malaysia,MYS,1979,502
Malaysia,MYS,1980,97
Malaysia,MYS,1981,469
Malaysia,MYS,1982,516
Malaysia,MYS,1983,2195
Malaysia,MYS,1984,67
Malaysia,MYS,1985,52
Malaysia,MYS,1986,55
Malaysia,MYS,1987,1168
Malaysia,MYS,1988,1324
Malaysia,MYS,1989,393
Malaysia,MYS,1990,2071
Malaysia,MYS,1991,506
Malaysia,MYS,1992,474
Malaysia,MYS,1993,995
Malaysia,MYS,1994,534
Malaysia,MYS,1995,2209
Malaysia,MYS,1996,1486
Malaysia,MYS,1997,389
Malaysia,MYS,1998,1304
Malaysia,MYS,1999,535
Malaysia,MYS,2000,124
Malaysia,MYS,2001,557
Malaysia,MYS,2004,16
Malaysia,MYS,2006,237
Malaysia,MYS,2007,0
Malaysia,MYS,2009,187
Malaysia,MYS,2010,443
Malaysia,MYS,2011,586
Malaysia,MYS,2012,282
Malaysia,MYS,2013,171
Malaysia,MYS,2014,134
Malaysia,MYS,2015,244
Malaysia,MYS,2017,2
Malaysia,MYS,2018,165
Malaysia,MYS,2019,81
Malaysia,MYS,2021,64
Maldives,MDV,1978,11336
Mali,MLI,1970,2665
Mali,MLI,1971,4792
Mali,MLI,1972,2
Mali,MLI,1973,219
Mali,MLI,1974,130
Mali,MLI,1984,1795
Mali,MLI,1985,3759
Mali,MLI,1986,1916
Mali,MLI,1987,352
Mali,MLI,1995,2191
Mali,MLI,1996,5723
Mali,MLI,1997,6
Mali,MLI,1999,6
Mali,MLI,2000,1885
Mali,MLI,2001,67
Mali,MLI,2002,18
Mali,MLI,2003,1455
Mali,MLI,2004,2839
Mali,MLI,2005,1178
Mali,MLI,2006,7
Mali,MLI,2008,153
Mali,MLI,2011,2220
Mali,MLI,2012,219
Mali,MLI,2013,23
Mali,MLI,2021,12
Marshall Islands,MHL,2000,300
Mauritania,MRT,1971,1139
Mauritania,MRT,1972,148
Mauritania,MRT,1973,150
Mauritania,MRT,1984,166
Mauritania,MRT,1985,259
Mauritania,MRT,1986,3734
Mauritania,MRT,1987,1578
Mauritania,MRT,1988,575
Mauritania,MRT,1989,700
Mauritania,MRT,1996,4534
Mauritania,MRT,1997,462
Mauritania,MRT,2002,80
Mauritania,MRT,2003,34
Mauritania,MRT,2005,4132
Mauritania,MRT,2006,25
Mauritania,MRT,2007,3
Mauritania,MRT,2011,46
Mauritius,MUS,2005,0
Mauritius,MUS,2006,0
Mexico,MEX,1991,2690
Mexico,MEX,1992,8162
Mexico,MEX,1993,10712
Mexico,MEX,1994,4059
Mexico,MEX,1995,16430
Mexico,MEX,1996,1088
Mexico,MEX,1997,2356
Mexico,MEX,1998,71
Mexico,MEX,2000,5
Mexico,MEX,2001,1
Mexico,MEX,2008,1
Mexico,MEX,2010,1
Mexico,MEX,2011,1
Mexico,MEX,2012,2
Mexico,MEX,2013,187
Mexico,MEX,2014,14
Mexico,MEX,2015,1
Mexico,MEX,2018,1
Micronesia (country),FSM,1990,34
Micronesia (country),FSM,1996,1
Micronesia (country),FSM,2000,3452
Micronesia (country),FSM,2001,14
Micronesia (country),FSM,2005,0
Moldova,MDA,1993,1
Moldova,MDA,1994,8
Moldova,MDA,1995,240
Mongolia,MNG,1996,177
Mongolia,MNG,2005,0
Morocco,MAR,1971,56
Morocco,MAR,1972,7
Morocco,MAR,1976,2
Morocco,MAR,1990,4573
Morocco,MAR,1994,6
Mozambique,MOZ,1973,453
Mozambique,MOZ,1974,1018
Mozambique,MOZ,1975,11
Mozambique,MOZ,1976,3
Mozambique,MOZ,1977,18
Mozambique,MOZ,1979,4564
Mozambique,MOZ,1980,1212
Mozambique,MOZ,1981,1753
Mozambique,MOZ,1982,2301
Mozambique,MOZ,1983,10745
Mozambique,MOZ,1984,521
Mozambique,MOZ,1985,3
Mozambique,MOZ,1986,1
Mozambique,MOZ,1989,371
Mozambique,MOZ,1990,4152
Mozambique,MOZ,1991,7847
Mozambique,MOZ,1992,30802
Mozambique,MOZ,1993,19803
Mozambique,MOZ,1994,692
Mozambique,MOZ,1996,0
Mozambique,MOZ,1997,8739
Mozambique,MOZ,1998,42672
Mozambique,MOZ,1999,44329
Mozambique,MOZ,2000,17649
Mozambique,MOZ,2001,8794
Mozambique,MOZ,2002,24375
Mozambique,MOZ,2003,13758
Mozambique,MOZ,2004,20080
Mozambique,MOZ,2005,2226
Mozambique,MOZ,2006,6306
Mozambique,MOZ,2007,2622
Mozambique,MOZ,2008,9087
Mozambique,MOZ,2009,19679
Mozambique,MOZ,2010,7430
Mozambique,MOZ,2011,1279
Mozambique,MOZ,2012,647
Mozambique,MOZ,2013,1869
Mozambique,MOZ,2014,480
Mozambique,MOZ,2015,8739
Mozambique,MOZ,2016,883
Mozambique,MOZ,2017,5892
Mozambique,MOZ,2018,910
Mozambique,MOZ,2019,7010
Mozambique,MOZ,2020,3787
Mozambique,MOZ,2021,5072
Myanmar,MMR,1950,4212
Myanmar,MMR,1951,6753
Myanmar,MMR,1952,347
Myanmar,MMR,1953,22
Myanmar,MMR,1954,35
Myanmar,MMR,1955,42
Myanmar,MMR,1956,13
Myanmar,MMR,1957,10
Myanmar,MMR,1958,7
Myanmar,MMR,1959,3
Myanmar,MMR,1960,259
Myanmar,MMR,1961,1
Myanmar,MMR,1962,1
Myanmar,MMR,1963,3019
Myanmar,MMR,1964,922
Myanmar,MMR,1965,207
Myanmar,MMR,1966,263
Myanmar,MMR,1967,9
Myanmar,MMR,1968,3
Myanmar,MMR,1969,205
Myanmar,MMR,1970,911
Myanmar,MMR,1971,378
Myanmar,MMR,1972,180
Myanmar,MMR,1973,386
Myanmar,MMR,1974,2363
Myanmar,MMR,1975,2942
Myanmar,MMR,1976,1519
Myanmar,MMR,1978,3551
Myanmar,MMR,1979,874
Myanmar,MMR,1980,1018
Myanmar,MMR,1981,28
Myanmar,MMR,1983,989
Myanmar,MMR,1989,597
Myanmar,MMR,1991,924
Myanmar,MMR,1992,826
Myanmar,MMR,1993,1758
Myanmar,MMR,1994,421
Myanmar,MMR,1995,1296
Myanmar,MMR,2008,45
Myanmar,MMR,2011,16
Myanmar,MMR,2012,174
Myanmar,MMR,2013,33
Myanmar,MMR,2014,400
Myanmar,MMR,2015,103
Myanmar,MMR,2016,782
Namibia,NAM,2005,0
Namibia,NAM,2006,185
Namibia,NAM,2007,14
Namibia,NAM,2008,3496
Namibia,NAM,2009,159
Namibia,NAM,2013,3
Namibia,NAM,2014,485
Nauru,NRU,1978,38
Nauru,NRU,1979,50
Nepal,NPL,1958,2706
Nepal,NPL,1965,727
Nepal,NPL,1966,2
Nepal,NPL,1968,34
Nepal,NPL,1969,226
Nepal,NPL,1970,391
Nepal,NPL,1971,4
Nepal,NPL,1972,1
Nepal,NPL,1973,7
Nepal,NPL,1974,8
Nepal,NPL,1975,260
Nepal,NPL,1976,185
Nepal,NPL,1977,428
Nepal,NPL,1978,1662
Nepal,NPL,1979,22
Nepal,NPL,1980,1
Nepal,NPL,1981,24
Nepal,NPL,1989,141
Nepal,NPL,1990,23888
Nepal,NPL,1991,30648
Nepal,NPL,1992,798
Nepal,NPL,1993,31
Nepal,NPL,1994,32
Nepal,NPL,1995,157
Nepal,NPL,1996,274
Nepal,NPL,1997,245
Nepal,NPL,1998,1745
Nepal,NPL,2007,264
Nepal,NPL,2009,82
Nepal,NPL,2010,1790
Nepal,NPL,2011,12
Nepal,NPL,2012,34
Nepal,NPL,2014,933
Nepal,NPL,2015,80
Nepal,NPL,2016,169
Nepal,NPL,2017,7
Nepal,NPL,2018,7
Nepal,NPL,2021,1609
Netherlands,NLD,1976,1
Netherlands,NLD,1977,1
Netherlands,NLD,1978,4
Netherlands,NLD,1979,5
Netherlands,NLD,1981,2
Netherlands,NLD,1983,2
Netherlands,NLD,1988,1
Netherlands,NLD,1990,3
Netherlands,NLD,1993,3
Netherlands,NLD,1994,1
Netherlands,NLD,1995,9
Netherlands,NLD,1996,3
Netherlands,NLD,1997,2
Netherlands,NLD,1998,4
Netherlands,NLD,1999,2
Netherlands,NLD,2000,1
Netherlands,NLD,2002,1
Netherlands,NLD,2003,1
Netherlands,NLD,2004,1
Netherlands,NLD,2005,4
Netherlands,NLD,2006,3
Netherlands,NLD,2008,5
Netherlands,NLD,2016,1
Netherlands,NLD,2020,2
New Zealand,NZL,1972,3
New Zealand,NZL,1987,2
New Zealand,NZL,1990,5
New Zealand,NZL,1994,2
New Zealand,NZL,1995,2
New Zealand,NZL,1998,1
New Zealand,NZL,1999,1
New Zealand,NZL,2001,1
New Zealand,NZL,2005,1
New Zealand,NZL,2018,1
Nicaragua,NIC,1991,1
Nicaragua,NIC,1992,3067
Nicaragua,NIC,1993,6631
Nicaragua,NIC,1994,7821
Nicaragua,NIC,1995,8825
Nicaragua,NIC,1996,2813
Nicaragua,NIC,1997,1283
Nicaragua,NIC,1998,1437
Nicaragua,NIC,1999,552
Nicaragua,NIC,2000,12
Niger,NER,1970,16
Niger,NER,1971,9265
Niger,NER,1972,51
Niger,NER,1973,121
Niger,NER,1974,286
Niger,NER,1981,7
Niger,NER,1984,3788
Niger,NER,1989,166
Niger,NER,1991,3238
Niger,NER,1994,732
Niger,NER,1995,264
Niger,NER,1996,3957
Niger,NER,1997,259
Niger,NER,1999,1186
Niger,NER,2000,225
Niger,NER,2001,81
Niger,NER,2002,236
Niger,NER,2003,292
Niger,NER,2004,2178
Niger,NER,2005,553
Niger,NER,2006,1232
Niger,NER,2007,24
Niger,NER,2008,972
Niger,NER,2010,1154
Niger,NER,2011,2324
Niger,NER,2012,5284
Niger,NER,2013,585
Niger,NER,2014,2059
Niger,NER,2015,51
Niger,NER,2016,38
Niger,NER,2018,3900
Niger,NER,2021,5591
Nigeria,NGA,1970,15
Nigeria,NGA,1971,22931
Nigeria,NGA,1972,1363
Nigeria,NGA,1973,157
Nigeria,NGA,1975,38
Nigeria,NGA,1976,112
Nigeria,NGA,1977,376
Nigeria,NGA,1978,197
Nigeria,NGA,1979,293
Nigeria,NGA,1980,138
Nigeria,NGA,1981,107
Nigeria,NGA,1982,248
Nigeria,NGA,1983,178
Nigeria,NGA,1984,1667
Nigeria,NGA,1985,30
Nigeria,NGA,1986,91
Nigeria,NGA,1987,1290
Nigeria,NGA,1988,137
Nigeria,NGA,1989,1078
Nigeria,NGA,1991,59478
Nigeria,NGA,1992,8687
Nigeria,NGA,1993,4160
Nigeria,NGA,1994,2859
Nigeria,NGA,1995,1059
Nigeria,NGA,1996,12374
Nigeria,NGA,1997,1322
Nigeria,NGA,1998,3464
Nigeria,NGA,1999,26358
Nigeria,NGA,2000,2799
Nigeria,NGA,2001,2312
Nigeria,NGA,2002,5429
Nigeria,NGA,2003,1933
Nigeria,NGA,2004,3186
Nigeria,NGA,2005,4477
Nigeria,NGA,2006,2028
Nigeria,NGA,2007,1661
Nigeria,NGA,2008,5410
Nigeria,NGA,2009,13691
Nigeria,NGA,2010,44456
Nigeria,NGA,2011,23377
Nigeria,NGA,2012,597
Nigeria,NGA,2013,6600
Nigeria,NGA,2014,35996
Nigeria,NGA,2015,5290
Nigeria,NGA,2016,768
Nigeria,NGA,2017,12174
Nigeria,NGA,2018,45037
Nigeria,NGA,2019,2486
Nigeria,NGA,2020,596
Nigeria,NGA,2021,111062
North America,,1987,6
North America,,1988,9
