"Entity","Code","Year","palm_oil__00000257__production__005510__tonnes"
"Equatorial Guinea","GNQ",2015,5443.55
"Equatorial Guinea","GNQ",2016,5480
"Equatorial Guinea","GNQ",2017,5500
"Equatorial Guinea","GNQ",2018,5510
"Equatorial Guinea","GNQ",2019,5400
"Equatorial Guinea","GNQ",2020,5400
"Equatorial Guinea","GNQ",2021,5400
"Equatorial Guinea","GNQ",2022,5300
"Europe",NA,2010,0
"Europe",NA,2011,0
"Europe",NA,2012,0
"Europe",NA,2013,0
"Europe",NA,2014,0
"Europe",NA,2015,0
"Europe",NA,2016,0
"Europe",NA,2017,0
"Europe",NA,2018,0
"Europe",NA,2019,0
"Europe",NA,2020,0
"Europe",NA,2021,0
"Europe",NA,2022,0
"Europe (FAO)",NA,2010,0
"Europe (FAO)",NA,2011,0
"Europe (FAO)",NA,2012,0
"Europe (FAO)",NA,2013,0
"Europe (FAO)",NA,2014,0
"Europe (FAO)",NA,2015,0
"Europe (FAO)",NA,2016,0
"Europe (FAO)",NA,2017,0
"Europe (FAO)",NA,2018,0
"Europe (FAO)",NA,2019,0
"Europe (FAO)",NA,2020,0
"Europe (FAO)",NA,2021,0
"Europe (FAO)",NA,2022,0
"European Union (27)",NA,2010,0
"European Union (27)",NA,2011,0
"European Union (27)",NA,2012,0
"European Union (27)",NA,2013,0
"European Union (27)",NA,2014,0
"European Union (27)",NA,2015,0
"European Union (27)",NA,2016,0
"European Union (27)",NA,2017,0
"European Union (27)",NA,2018,0
"European Union (27) (FAO)",NA,2010,0
"European Union (27) (FAO)",NA,2011,0
"European Union (27) (FAO)",NA,2012,0
"European Union (27) (FAO)",NA,2013,0
"European Union (27) (FAO)",NA,2014,0
"European Union (27) (FAO)",NA,2015,0
"European Union (27) (FAO)",NA,2016,0
"European Union (27) (FAO)",NA,2017,0
"European Union (27) (FAO)",NA,2018,0
"Gabon","GAB",1961,1500
"Gabon","GAB",1962,1500
"Gabon","GAB",1963,1600
"Gabon","GAB",1964,1900
"Gabon","GAB",1965,2600
"Gabon","GAB",1966,2400
"Gabon","GAB",1967,2500
"Gabon","GAB",1968,2900
"Gabon","GAB",1969,2400
"Gabon","GAB",1970,2200
"Gabon","GAB",1971,2400
"Gabon","GAB",1972,2400
"Gabon","GAB",1973,2400
"Gabon","GAB",1974,2500
"Gabon","GAB",1975,2000
"Gabon","GAB",1976,2000
"Gabon","GAB",1977,1600
"Gabon","GAB",1978,1400
"Gabon","GAB",1979,1600
"Gabon","GAB",1980,2000
"Gabon","GAB",1981,1800
"Gabon","GAB",1982,1800
"Gabon","GAB",1983,3000
"Gabon","GAB",1984,3200
"Gabon","GAB",1985,3060
"Gabon","GAB",1986,4500
"Gabon","GAB",1987,4746
"Gabon","GAB",1988,4616
"Gabon","GAB",1989,2529
"Gabon","GAB",1990,4324
"Gabon","GAB",1991,6969
"Gabon","GAB",1992,6848
"Gabon","GAB",1993,8010
"Gabon","GAB",1994,7576
"Gabon","GAB",1995,7405
"Gabon","GAB",1996,6721
"Gabon","GAB",1997,7000
"Gabon","GAB",1998,6400
"Gabon","GAB",1999,6245
"Gabon","GAB",2000,6316
"Gabon","GAB",2001,6343
"Gabon","GAB",2002,6672
"Gabon","GAB",2003,6830
"Gabon","GAB",2004,7081
"Gabon","GAB",2005,7308
"Gabon","GAB",2006,7605
"Gabon","GAB",2007,6700
"Gabon","GAB",2008,6728
"Gabon","GAB",2009,4000
"Gabon","GAB",2010,31500
"Gabon","GAB",2011,33500
"Gabon","GAB",2012,35400
"Gabon","GAB",2013,37400
"Gabon","GAB",2014,39400
"Gabon","GAB",2015,41500
"Gabon","GAB",2016,43500
"Gabon","GAB",2017,45600
"Gabon","GAB",2018,47700
"Gabon","GAB",2019,55105
"Gabon","GAB",2020,70340
"Gabon","GAB",2021,107336
"Gabon","GAB",2022,147839
"Gambia","GMB",1961,1700
"Gambia","GMB",1962,1800
"Gambia","GMB",1963,1600
"Gambia","GMB",1964,1700
"Gambia","GMB",1965,2100
"Gambia","GMB",1966,2100
"Gambia","GMB",1967,2100
"Gambia","GMB",1968,2100
"Gambia","GMB",1969,2000
"Gambia","GMB",1970,2000
"Gambia","GMB",1971,2000
"Gambia","GMB",1972,2000
"Gambia","GMB",1973,2200
"Gambia","GMB",1974,2500
"Gambia","GMB",1975,2600
"Gambia","GMB",1976,3000
"Gambia","GMB",1977,3000
"Gambia","GMB",1978,3000
"Gambia","GMB",1979,3000
"Gambia","GMB",1980,3000
"Gambia","GMB",1981,3000
"Gambia","GMB",1982,2500
"Gambia","GMB",1983,2500
"Gambia","GMB",1984,2500
"Gambia","GMB",1985,2500
"Gambia","GMB",1986,2500
"Gambia","GMB",1987,2500
"Gambia","GMB",1988,2500
"Gambia","GMB",1989,2500
"Gambia","GMB",1990,2732
"Gambia","GMB",1991,2832
"Gambia","GMB",1992,2984
"Gambia","GMB",1993,3032
"Gambia","GMB",1994,3075
"Gambia","GMB",1995,3101
"Gambia","GMB",1996,2916
"Gambia","GMB",1997,2902
"Gambia","GMB",1998,3065
"Gambia","GMB",1999,3227
"Gambia","GMB",2000,3182
"Gambia","GMB",2001,3095
"Gambia","GMB",2002,2000
"Gambia","GMB",2003,2500
"Gambia","GMB",2004,2753
"Gambia","GMB",2005,2787
"Gambia","GMB",2006,3077
"Gambia","GMB",2007,2550
"Gambia","GMB",2008,2500
"Gambia","GMB",2009,2950
"Gambia","GMB",2010,2958.95
"Gambia","GMB",2011,2958.95
"Gambia","GMB",2012,2958.95
"Gambia","GMB",2013,2958.95
"Gambia","GMB",2014,4200
"Gambia","GMB",2015,4200
"Gambia","GMB",2016,4200
"Gambia","GMB",2017,4200
"Gambia","GMB",2018,4200
"Gambia","GMB",2019,4150.2
"Gambia","GMB",2020,4150.78
"Gambia","GMB",2021,4171.55
"Gambia","GMB",2022,4161.33
"Ghana","GHA",1961,23000
"Ghana","GHA",1962,24000
"Ghana","GHA",1963,25000
"Ghana","GHA",1964,26000
"Ghana","GHA",1965,27000
"Ghana","GHA",1966,16000
"Ghana","GHA",1967,18000
"Ghana","GHA",1968,18000
"Ghana","GHA",1969,18000
"Ghana","GHA",1970,20000
"Ghana","GHA",1971,20000
"Ghana","GHA",1972,20000
"Ghana","GHA",1973,20000
"Ghana","GHA",1974,23000
"Ghana","GHA",1975,24000
"Ghana","GHA",1976,18000
"Ghana","GHA",1977,21000
"Ghana","GHA",1978,21000
"Ghana","GHA",1979,21000
"Ghana","GHA",1980,21000
"Ghana","GHA",1981,21000
"Ghana","GHA",1982,23000
"Ghana","GHA",1983,20000
"Ghana","GHA",1984,30000
"Ghana","GHA",1985,42000
"Ghana","GHA",1986,51300
"Ghana","GHA",1987,51000
"Ghana","GHA",1988,60000
"Ghana","GHA",1989,78000
"Ghana","GHA",1990,85000
"Ghana","GHA",1991,90000
"Ghana","GHA",1992,1e+05
"Ghana","GHA",1993,95000
"Ghana","GHA",1994,1e+05
"Ghana","GHA",1995,102000
"Ghana","GHA",1996,83680
"Ghana","GHA",1997,92044
"Ghana","GHA",1998,111370
"Ghana","GHA",1999,110000
"Ghana","GHA",2000,108000
"Ghana","GHA",2001,108000
"Ghana","GHA",2002,108000
"Ghana","GHA",2003,108400
"Ghana","GHA",2004,114000
"Ghana","GHA",2005,117000
"Ghana","GHA",2006,121000
"Ghana","GHA",2007,122000
"Ghana","GHA",2008,128000
"Ghana","GHA",2009,130000
"Ghana","GHA",2010,120000
"Ghana","GHA",2011,122000
"Ghana","GHA",2012,122000
"Ghana","GHA",2013,120000
"Ghana","GHA",2014,121000
"Ghana","GHA",2015,236697.2
"Ghana","GHA",2016,236697.2
"Ghana","GHA",2017,238865.42
"Ghana","GHA",2018,312530
"Ghana","GHA",2019,257762.05
"Ghana","GHA",2020,264494.25
"Ghana","GHA",2021,277986.22
"Ghana","GHA",2022,269019.7
"Greece","GRC",2010,0
"Greece","GRC",2011,0
"Greece","GRC",2012,0
"Greece","GRC",2013,0
"Greece","GRC",2014,0
"Greece","GRC",2015,0
"Greece","GRC",2016,0
"Greece","GRC",2017,0
"Greece","GRC",2018,0
"Guatemala","GTM",1961,0
"Guatemala","GTM",1962,0
"Guatemala","GTM",1963,0
"Guatemala","GTM",1964,0
"Guatemala","GTM",1965,0
"Guatemala","GTM",1966,0
"Guatemala","GTM",1967,0
"Guatemala","GTM",1968,0
"Guatemala","GTM",1969,0
"Guatemala","GTM",1970,0
"Guatemala","GTM",1971,0
"Guatemala","GTM",1972,0
"Guatemala","GTM",1973,0
"Guatemala","GTM",1974,0
"Guatemala","GTM",1975,0
"Guatemala","GTM",1976,0
"Guatemala","GTM",1977,0
"Guatemala","GTM",1978,0
"Guatemala","GTM",1979,0
"Guatemala","GTM",1980,0
"Guatemala","GTM",1981,0
"Guatemala","GTM",1982,0
"Guatemala","GTM",1983,2138
"Guatemala","GTM",1984,2333
"Guatemala","GTM",1985,3581
"Guatemala","GTM",1986,6600
"Guatemala","GTM",1987,7920
"Guatemala","GTM",1988,5800
"Guatemala","GTM",1989,6200
"Guatemala","GTM",1990,8000
"Guatemala","GTM",1991,10000
"Guatemala","GTM",1992,13000
"Guatemala","GTM",1993,16000
"Guatemala","GTM",1994,22000
"Guatemala","GTM",1995,25400
"Guatemala","GTM",1996,35600
"Guatemala","GTM",1997,50000
"Guatemala","GTM",1998,47000
"Guatemala","GTM",1999,53000
"Guatemala","GTM",2000,65000
"Guatemala","GTM",2001,70100
"Guatemala","GTM",2002,86000
"Guatemala","GTM",2003,85000
"Guatemala","GTM",2004,87000
"Guatemala","GTM",2005,92000
"Guatemala","GTM",2006,125000
"Guatemala","GTM",2007,130000
"Guatemala","GTM",2008,185000
"Guatemala","GTM",2009,180000
"Guatemala","GTM",2010,182000
"Guatemala","GTM",2011,248000
"Guatemala","GTM",2012,310000
"Guatemala","GTM",2013,410000
"Guatemala","GTM",2014,455000
"Guatemala","GTM",2015,522000
"Guatemala","GTM",2016,730000
"Guatemala","GTM",2017,739000
"Guatemala","GTM",2018,862800
"Guatemala","GTM",2019,863300
"Guatemala","GTM",2020,850000
"Guatemala","GTM",2021,8e+05
"Guatemala","GTM",2022,940000
"Guinea","GIN",1961,22400
"Guinea","GIN",1962,24200
"Guinea","GIN",1963,27600
"Guinea","GIN",1964,25800
"Guinea","GIN",1965,31300
"Guinea","GIN",1966,35000
"Guinea","GIN",1967,37500
"Guinea","GIN",1968,41300
"Guinea","GIN",1969,42800
"Guinea","GIN",1970,43800
"Guinea","GIN",1971,44000
"Guinea","GIN",1972,30000
"Guinea","GIN",1973,40000
"Guinea","GIN",1974,37000
"Guinea","GIN",1975,40000
"Guinea","GIN",1976,35000
"Guinea","GIN",1977,37800
"Guinea","GIN",1978,40600
"Guinea","GIN",1979,40000
"Guinea","GIN",1980,40000
"Guinea","GIN",1981,40000
"Guinea","GIN",1982,40000
"Guinea","GIN",1983,40000
"Guinea","GIN",1984,40000
"Guinea","GIN",1985,40000
"Guinea","GIN",1986,40000
"Guinea","GIN",1987,40000
"Guinea","GIN",1988,38000
"Guinea","GIN",1989,40000
"Guinea","GIN",1990,41000
"Guinea","GIN",1991,43000
"Guinea","GIN",1992,40000
"Guinea","GIN",1993,48000
"Guinea","GIN",1994,50000
"Guinea","GIN",1995,50422
"Guinea","GIN",1996,55000
"Guinea","GIN",1997,55000
"Guinea","GIN",1998,50000
"Guinea","GIN",1999,50000
"Guinea","GIN",2000,50000
"Guinea","GIN",2001,50000
"Guinea","GIN",2002,50000
"Guinea","GIN",2003,50000
"Guinea","GIN",2004,50000
"Guinea","GIN",2005,50000
"Guinea","GIN",2006,50000
"Guinea","GIN",2007,50000
"Guinea","GIN",2008,50000
"Guinea","GIN",2009,50000
"Guinea","GIN",2010,50000
"Guinea","GIN",2011,50000
"Guinea","GIN",2012,50000
"Guinea","GIN",2013,50000
"Guinea","GIN",2014,50000
"Guinea","GIN",2015,50000
"Guinea","GIN",2016,50000
"Guinea","GIN",2017,50000
"Guinea","GIN",2018,50000
"Guinea","GIN",2019,50000
"Guinea","GIN",2020,50000
"Guinea","GIN",2021,50000
"Guinea","GIN",2022,50000
"Guinea-Bissau","GNB",1961,6500
"Guinea-Bissau","GNB",1962,6500
"Guinea-Bissau","GNB",1963,6500
"Guinea-Bissau","GNB",1964,6000
"Guinea-Bissau","GNB",1965,6000
"Guinea-Bissau","GNB",1966,5000
"Guinea-Bissau","GNB",1967,5500
"Guinea-Bissau","GNB",1968,6000
"Guinea-Bissau","GNB",1969,5000
"Guinea-Bissau","GNB",1970,5000
"Guinea-Bissau","GNB",1971,5000
"Guinea-Bissau","GNB",1972,5000
"Guinea-Bissau","GNB",1973,3000
"Guinea-Bissau","GNB",1974,4500
"Guinea-Bissau","GNB",1975,4000
"Guinea-Bissau","GNB",1976,4000
"Guinea-Bissau","GNB",1977,6000
"Guinea-Bissau","GNB",1978,6000
"Guinea-Bissau","GNB",1979,6000
"Guinea-Bissau","GNB",1980,6000
"Guinea-Bissau","GNB",1981,4000
"Guinea-Bissau","GNB",1982,4000
"Guinea-Bissau","GNB",1983,5000
"Guinea-Bissau","GNB",1984,4000
"Guinea-Bissau","GNB",1985,4000
"Guinea-Bissau","GNB",1986,4000
"Guinea-Bissau","GNB",1987,5000
"Guinea-Bissau","GNB",1988,5000
"Guinea-Bissau","GNB",1989,5000
"Guinea-Bissau","GNB",1990,4000
"Guinea-Bissau","GNB",1991,5000
"Guinea-Bissau","GNB",1992,4500
"Guinea-Bissau","GNB",1993,4000
"Guinea-Bissau","GNB",1994,4500
"Guinea-Bissau","GNB",1995,4538
"Guinea-Bissau","GNB",1996,4268
"Guinea-Bissau","GNB",1997,4248
"Guinea-Bissau","GNB",1998,4400
"Guinea-Bissau","GNB",1999,4500
"Guinea-Bissau","GNB",2000,5000
"Guinea-Bissau","GNB",2001,4500
"Guinea-Bissau","GNB",2002,4778
"Guinea-Bissau","GNB",2003,4890
"Guinea-Bissau","GNB",2004,5386
"Guinea-Bissau","GNB",2005,5453
"Guinea-Bissau","GNB",2006,6020
"Guinea-Bissau","GNB",2007,6153
"Guinea-Bissau","GNB",2008,6350
"Guinea-Bissau","GNB",2009,6400
"Guinea-Bissau","GNB",2010,5824.37
"Guinea-Bissau","GNB",2011,5916.36
"Guinea-Bissau","GNB",2012,5916.36
"Guinea-Bissau","GNB",2013,5916.36
"Guinea-Bissau","GNB",2014,6000
"Guinea-Bissau","GNB",2015,6000
"Guinea-Bissau","GNB",2016,6000
"Guinea-Bissau","GNB",2017,6000
"Guinea-Bissau","GNB",2018,6000
"Guinea-Bissau","GNB",2019,5925.22
"Guinea-Bissau","GNB",2020,5943.03
"Guinea-Bissau","GNB",2021,5941.32
"Guinea-Bissau","GNB",2022,5944.15
"High-income countries",NA,1961,4300
"High-income countries",NA,1962,5300
"High-income countries",NA,1963,9200
"High-income countries",NA,1964,8900
"High-income countries",NA,1965,9200
"High-income countries",NA,1966,9100
"High-income countries",NA,1967,9500
"High-income countries",NA,1968,10200
"High-income countries",NA,1969,12000
"High-income countries",NA,1970,13000
"High-income countries",NA,1971,14000
"High-income countries",NA,1972,14000
"High-income countries",NA,1973,22226
"High-income countries",NA,1974,22000
"High-income countries",NA,1975,22000
"High-income countries",NA,1976,23000
"High-income countries",NA,1977,23000
"High-income countries",NA,1978,29600
"High-income countries",NA,1979,30800
"High-income countries",NA,1980,31300
"High-income countries",NA,1981,37300
"High-income countries",NA,1982,39900
"High-income countries",NA,1983,43400
"High-income countries",NA,1984,43196
"High-income countries",NA,1985,35583
"High-income countries",NA,1986,44681
"High-income countries",NA,1987,47216
"High-income countries",NA,1988,59246
"High-income countries",NA,1989,72108
"High-income countries",NA,1990,73178
"High-income countries",NA,1991,76298
"High-income countries",NA,1992,75155
"High-income countries",NA,1993,84858
"High-income countries",NA,1994,89457
"High-income countries",NA,1995,93217
"High-income countries",NA,1996,96789
"High-income countries",NA,1997,106000
"High-income countries",NA,1998,118586
"High-income countries",NA,1999,120372
"High-income countries",NA,2000,148651
"High-income countries",NA,2001,161668
"High-income countries",NA,2002,139900
"High-income countries",NA,2003,143260
"High-income countries",NA,2004,171700
"High-income countries",NA,2005,192900
"High-income countries",NA,2006,210100
"High-income countries",NA,2007,205056
"High-income countries",NA,2008,211354
"High-income countries",NA,2009,222010
"High-income countries",NA,2010,238952
"High-income countries",NA,2011,251925
"High-income countries",NA,2012,262191
"High-income countries",NA,2013,302746
"High-income countries",NA,2014,226012
"High-income countries",NA,2015,205762
"High-income countries",NA,2016,267944
"High-income countries",NA,2017,270158
"High-income countries",NA,2018,298919
"High-income countries",NA,2019,303268
"High-income countries",NA,2020,322137
"High-income countries",NA,2021,326306.84
"High-income countries",NA,2022,342268.2
"Honduras","HND",1961,2660
"Honduras","HND",1962,2808
"Honduras","HND",1963,2855
"Honduras","HND",1964,3150
"Honduras","HND",1965,3550
"Honduras","HND",1966,3895
"Honduras","HND",1967,4320
"Honduras","HND",1968,4800
"Honduras","HND",1969,5325
"Honduras","HND",1970,5910
"Honduras","HND",1971,5375
"Honduras","HND",1972,6260
"Honduras","HND",1973,8850
"Honduras","HND",1974,8415
"Honduras","HND",1975,9100
"Honduras","HND",1976,8750
"Honduras","HND",1977,10100
"Honduras","HND",1978,11350
"Honduras","HND",1979,12370
"Honduras","HND",1980,12180
"Honduras","HND",1981,22000
"Honduras","HND",1982,31500
"Honduras","HND",1983,35000
"Honduras","HND",1984,52000
"Honduras","HND",1985,61000
"Honduras","HND",1986,73000
"Honduras","HND",1987,73800
"Honduras","HND",1988,70000
"Honduras","HND",1989,73700
"Honduras","HND",1990,78000
"Honduras","HND",1991,80000
"Honduras","HND",1992,82000
"Honduras","HND",1993,80000
"Honduras","HND",1994,75600
"Honduras","HND",1995,75500
"Honduras","HND",1996,76000
"Honduras","HND",1997,77000
"Honduras","HND",1998,92000
"Honduras","HND",1999,90600
"Honduras","HND",2000,95000
"Honduras","HND",2001,130000
"Honduras","HND",2002,126500
"Honduras","HND",2003,158000
"Honduras","HND",2004,170000
"Honduras","HND",2005,237500
"Honduras","HND",2006,257600
"Honduras","HND",2007,265000
"Honduras","HND",2008,278000
"Honduras","HND",2009,280000
"Honduras","HND",2010,353000
"Honduras","HND",2011,373000
"Honduras","HND",2012,398000
"Honduras","HND",2013,425000
"Honduras","HND",2014,469413.88
"Honduras","HND",2015,489183
"Honduras","HND",2016,610149.94
"Honduras","HND",2017,690000
"Honduras","HND",2018,653000
"Honduras","HND",2019,707000
"Honduras","HND",2020,7e+05
"Honduras","HND",2021,650000
"Honduras","HND",2022,650000
"Indonesia","IDN",1961,145700
"Indonesia","IDN",1962,141500
"Indonesia","IDN",1963,148300
"Indonesia","IDN",1964,164000
"Indonesia","IDN",1965,156700
"Indonesia","IDN",1966,174400
"Indonesia","IDN",1967,167699
"Indonesia","IDN",1968,181444
"Indonesia","IDN",1969,188800
"Indonesia","IDN",1970,216827
"Indonesia","IDN",1971,249957
"Indonesia","IDN",1972,269464
"Indonesia","IDN",1973,289677
"Indonesia","IDN",1974,347676
"Indonesia","IDN",1975,397253
"Indonesia","IDN",1976,431006
"Indonesia","IDN",1977,457607
"Indonesia","IDN",1978,501284
"Indonesia","IDN",1979,641240
"Indonesia","IDN",1980,721172
"Indonesia","IDN",1981,800060
"Indonesia","IDN",1982,886820
"Indonesia","IDN",1983,982987
"Indonesia","IDN",1984,1147190
"Indonesia","IDN",1985,1243430
"Indonesia","IDN",1986,1350729
"Indonesia","IDN",1987,1506055
"Indonesia","IDN",1988,1713335
"Indonesia","IDN",1989,1964954
"Indonesia","IDN",1990,2412612
"Indonesia","IDN",1991,2657600
"Indonesia","IDN",1992,3266250
"Indonesia","IDN",1993,3421448
"Indonesia","IDN",1994,4008060
"Indonesia","IDN",1995,4479670
"Indonesia","IDN",1996,4898658
"Indonesia","IDN",1997,5385458
"Indonesia","IDN",1998,5902178
"Indonesia","IDN",1999,6011300
"Indonesia","IDN",2000,7000507
"Indonesia","IDN",2001,8396472
"Indonesia","IDN",2002,9622344
"Indonesia","IDN",2003,10440834
"Indonesia","IDN",2004,10830389
"Indonesia","IDN",2005,11861615
"Indonesia","IDN",2006,17350848
"Indonesia","IDN",2007,17664724
"Indonesia","IDN",2008,17539788
"Indonesia","IDN",2009,19324292
"Indonesia","IDN",2010,21958120
"Indonesia","IDN",2011,23096540
"Indonesia","IDN",2012,26015520
"Indonesia","IDN",2013,27782004
"Indonesia","IDN",2014,29278188
"Indonesia","IDN",2015,31070016
"Indonesia","IDN",2016,31730960
"Indonesia","IDN",2017,37965224
"Indonesia","IDN",2018,40567230
"Indonesia","IDN",2019,47120250
"Indonesia","IDN",2020,44759148
"Indonesia","IDN",2021,49710344
"Indonesia","IDN",2022,46820000
"Jamaica","JAM",2015,7000
"Jamaica","JAM",2016,6000
"Jamaica","JAM",2017,5800
"Jamaica","JAM",2018,6500
"Jamaica","JAM",2019,6700
"Jamaica","JAM",2020,8100
"Jamaica","JAM",2021,7600
"Jamaica","JAM",2022,6800
"Land Locked Developing Countries (FAO)",NA,1961,4690
"Land Locked Developing Countries (FAO)",NA,1962,5850
"Land Locked Developing Countries (FAO)",NA,1963,6800
"Land Locked Developing Countries (FAO)",NA,1964,8379
"Land Locked Developing Countries (FAO)",NA,1965,7621
"Land Locked Developing Countries (FAO)",NA,1966,7944
"Land Locked Developing Countries (FAO)",NA,1967,7588
"Land Locked Developing Countries (FAO)",NA,1968,9374
"Land Locked Developing Countries (FAO)",NA,1969,11605
"Land Locked Developing Countries (FAO)",NA,1970,12316
"Land Locked Developing Countries (FAO)",NA,1971,12582
"Land Locked Developing Countries (FAO)",NA,1972,14835
"Land Locked Developing Countries (FAO)",NA,1973,11552
"Land Locked Developing Countries (FAO)",NA,1974,13208
"Land Locked Developing Countries (FAO)",NA,1975,12474
"Land Locked Developing Countries (FAO)",NA,1976,13209
"Land Locked Developing Countries (FAO)",NA,1977,12959
"Land Locked Developing Countries (FAO)",NA,1978,12081
"Land Locked Developing Countries (FAO)",NA,1979,11527
"Land Locked Developing Countries (FAO)",NA,1980,11818
"Land Locked Developing Countries (FAO)",NA,1981,12038
"Land Locked Developing Countries (FAO)",NA,1982,13885
"Land Locked Developing Countries (FAO)",NA,1983,11216
"Land Locked Developing Countries (FAO)",NA,1984,12800
"Land Locked Developing Countries (FAO)",NA,1985,12895
"Land Locked Developing Countries (FAO)",NA,1986,13080
"Land Locked Developing Countries (FAO)",NA,1987,12669
"Land Locked Developing Countries (FAO)",NA,1988,12821
"Land Locked Developing Countries (FAO)",NA,1989,12301
"Land Locked Developing Countries (FAO)",NA,1990,13619
"Land Locked Developing Countries (FAO)",NA,1991,13634
"Land Locked Developing Countries (FAO)",NA,1992,13688
"Land Locked Developing Countries (FAO)",NA,1993,12360
"Land Locked Developing Countries (FAO)",NA,1994,12944
"Land Locked Developing Countries (FAO)",NA,1995,11020
"Land Locked Developing Countries (FAO)",NA,1996,7115
"Land Locked Developing Countries (FAO)",NA,1997,7667
"Land Locked Developing Countries (FAO)",NA,1998,6242
"Land Locked Developing Countries (FAO)",NA,1999,7606
"Land Locked Developing Countries (FAO)",NA,2000,6856
"Land Locked Developing Countries (FAO)",NA,2001,6796
"Land Locked Developing Countries (FAO)",NA,2002,6050
"Land Locked Developing Countries (FAO)",NA,2003,6500
"Land Locked Developing Countries (FAO)",NA,2004,7232
"Land Locked Developing Countries (FAO)",NA,2005,8803
"Land Locked Developing Countries (FAO)",NA,2006,11884
"Land Locked Developing Countries (FAO)",NA,2007,16035
"Land Locked Developing Countries (FAO)",NA,2008,17205
"Land Locked Developing Countries (FAO)",NA,2009,16261
"Land Locked Developing Countries (FAO)",NA,2010,15578
"Land Locked Developing Countries (FAO)",NA,2011,14069
"Land Locked Developing Countries (FAO)",NA,2012,14343
"Land Locked Developing Countries (FAO)",NA,2013,20218
"Land Locked Developing Countries (FAO)",NA,2014,22850.34
"Land Locked Developing Countries (FAO)",NA,2015,21212.48
"Land Locked Developing Countries (FAO)",NA,2016,23850.38
"Land Locked Developing Countries (FAO)",NA,2017,26467.57
"Land Locked Developing Countries (FAO)",NA,2018,28075.6
"Land Locked Developing Countries (FAO)",NA,2019,30144.45
"Land Locked Developing Countries (FAO)",NA,2020,22352.13
"Land Locked Developing Countries (FAO)",NA,2021,22122.66
"Land Locked Developing Countries (FAO)",NA,2022,22267.13
"Least Developed Countries (FAO)",NA,1961,377690
"Least Developed Countries (FAO)",NA,1962,385306
"Least Developed Countries (FAO)",NA,1963,383354
"Least Developed Countries (FAO)",NA,1964,376322
"Least Developed Countries (FAO)",NA,1965,329927
"Least Developed Countries (FAO)",NA,1966,342449
"Least Developed Countries (FAO)",NA,1967,380207
"Least Developed Countries (FAO)",NA,1968,430451
"Least Developed Countries (FAO)",NA,1969,450096
"Least Developed Countries (FAO)",NA,1970,434779
"Least Developed Countries (FAO)",NA,1971,411657
"Least Developed Countries (FAO)",NA,1972,380590
"Least Developed Countries (FAO)",NA,1973,372609
"Least Developed Countries (FAO)",NA,1974,376620
"Least Developed Countries (FAO)",NA,1975,401462
"Least Developed Countries (FAO)",NA,1976,396790
"Least Developed Countries (FAO)",NA,1977,382061
"Least Developed Countries (FAO)",NA,1978,387811
"Least Developed Countries (FAO)",NA,1979,393460
"Least Developed Countries (FAO)",NA,1980,404813
"Least Developed Countries (FAO)",NA,1981,397941
"Least Developed Countries (FAO)",NA,1982,395338
"Least Developed Countries (FAO)",NA,1983,390742
"Least Developed Countries (FAO)",NA,1984,402787
"Least Developed Countries (FAO)",NA,1985,409298
"Least Developed Countries (FAO)",NA,1986,387352
"Least Developed Countries (FAO)",NA,1987,397159
"Least Developed Countries (FAO)",NA,1988,411964
"Least Developed Countries (FAO)",NA,1989,410556
"Least Developed Countries (FAO)",NA,1990,415762
"Least Developed Countries (FAO)",NA,1991,422418
"Least Developed Countries (FAO)",NA,1992,425992
"Least Developed Countries (FAO)",NA,1993,435010
"Least Developed Countries (FAO)",NA,1994,424372
"Least Developed Countries (FAO)",NA,1995,448110
"Least Developed Countries (FAO)",NA,1996,448998
"Least Developed Countries (FAO)",NA,1997,437816
"Least Developed Countries (FAO)",NA,1998,429747
"Least Developed Countries (FAO)",NA,1999,427094
"Least Developed Countries (FAO)",NA,2000,452030
"Least Developed Countries (FAO)",NA,2001,454206
"Least Developed Countries (FAO)",NA,2002,451771
"Least Developed Countries (FAO)",NA,2003,455054
"Least Developed Countries (FAO)",NA,2004,464124
"Least Developed Countries (FAO)",NA,2005,468932
"Least Developed Countries (FAO)",NA,2006,485416
"Least Developed Countries (FAO)",NA,2007,501625
"Least Developed Countries (FAO)",NA,2008,502312.9
"Least Developed Countries (FAO)",NA,2009,504751.22
"Least Developed Countries (FAO)",NA,2010,541988.4
"Least Developed Countries (FAO)",NA,2011,544195.94
"Least Developed Countries (FAO)",NA,2012,600127.94
"Least Developed Countries (FAO)",NA,2013,659924.6
"Least Developed Countries (FAO)",NA,2014,670557.5
"Least Developed Countries (FAO)",NA,2015,681865.94
"Least Developed Countries (FAO)",NA,2016,691205.4
"Least Developed Countries (FAO)",NA,2017,764209.56
"Least Developed Countries (FAO)",NA,2018,776796.7
"Least Developed Countries (FAO)",NA,2019,802055.94
"Least Developed Countries (FAO)",NA,2020,799712.56
"Least Developed Countries (FAO)",NA,2021,834916.94
"Least Developed Countries (FAO)",NA,2022,857571.56
"Liberia","LBR",1961,7000
"Liberia","LBR",1962,8000
"Liberia","LBR",1963,10000
"Liberia","LBR",1964,10000
"Liberia","LBR",1965,13000
"Liberia","LBR",1966,13000
"Liberia","LBR",1967,13500
"Liberia","LBR",1968,13500
"Liberia","LBR",1969,13700
"Liberia","LBR",1970,13750
"Liberia","LBR",1971,15000
"Liberia","LBR",1972,16000
