"Entity","Code","Year","beans__dry__00000176__production__005510__tonnes"
"Romania","ROU",1974,91300
"Romania","ROU",1975,81561
"Romania","ROU",1976,76400
"Romania","ROU",1977,83100
"Romania","ROU",1978,92136
"Romania","ROU",1979,80750
"Romania","ROU",1980,83800
"Romania","ROU",1981,126763
"Romania","ROU",1982,194527
"Romania","ROU",1983,191743
"Romania","ROU",1984,215500
"Romania","ROU",1985,189200
"Romania","ROU",1986,172500
"Romania","ROU",1987,120200
"Romania","ROU",1988,134900
"Romania","ROU",1989,143600
"Romania","ROU",1990,57544
"Romania","ROU",1991,46019
"Romania","ROU",1992,41184
"Romania","ROU",1993,48421
"Romania","ROU",1994,37379
"Romania","ROU",1995,41769
"Romania","ROU",1996,42078
"Romania","ROU",1997,50194
"Romania","ROU",1998,46856
"Romania","ROU",1999,47698
"Romania","ROU",2000,21803
"Romania","ROU",2001,36492
"Romania","ROU",2002,33592
"Romania","ROU",2003,36679
"Romania","ROU",2004,53517
"Romania","ROU",2005,41733
"Romania","ROU",2006,34942
"Romania","ROU",2007,18014
"Romania","ROU",2008,25157
"Romania","ROU",2009,22348
"Romania","ROU",2010,21059
"Romania","ROU",2011,21351
"Romania","ROU",2012,16603
"Romania","ROU",2013,18861
"Romania","ROU",2014,19748
"Romania","ROU",2015,19966
"Romania","ROU",2016,19087
"Romania","ROU",2017,16125
"Russia","RUS",1992,6560
"Russia","RUS",1993,6310
"Russia","RUS",1994,5030
"Russia","RUS",1995,4000
"Russia","RUS",1996,5548
"Russia","RUS",1997,5178
"Russia","RUS",1998,4731
"Russia","RUS",1999,5538
"Russia","RUS",2000,5730
"Russia","RUS",2001,6310
"Russia","RUS",2002,5570
"Russia","RUS",2003,9705
"Russia","RUS",2004,10990
"Russia","RUS",2005,10770
"Russia","RUS",2006,10905
"Russia","RUS",2007,9538
"Russia","RUS",2008,6076
"Russia","RUS",2009,7234
"Russia","RUS",2010,5985
"Russia","RUS",2011,6725
"Russia","RUS",2012,6804
"Russia","RUS",2013,7062
"Russia","RUS",2014,7078.1
"Russia","RUS",2015,7173.6
"Russia","RUS",2016,7030
"Russia","RUS",2017,4368
"Russia","RUS",2018,5432
"Russia","RUS",2019,5715
"Russia","RUS",2020,6285.7
"Russia","RUS",2021,7008.1
"Russia","RUS",2022,10312.15
"Russia","RUS",2023,10785.86
"Rwanda","RWA",1961,86575
"Rwanda","RWA",1962,92320
"Rwanda","RWA",1963,96320
"Rwanda","RWA",1964,69914
"Rwanda","RWA",1965,87451
"Rwanda","RWA",1966,130900
"Rwanda","RWA",1967,131750
"Rwanda","RWA",1968,116225
"Rwanda","RWA",1969,146124
"Rwanda","RWA",1970,143604
"Rwanda","RWA",1971,144445
"Rwanda","RWA",1972,131404
"Rwanda","RWA",1973,133059
"Rwanda","RWA",1974,114816
"Rwanda","RWA",1975,152744
"Rwanda","RWA",1976,163401
"Rwanda","RWA",1977,171598
"Rwanda","RWA",1978,170231
"Rwanda","RWA",1979,180700
"Rwanda","RWA",1980,181200
"Rwanda","RWA",1981,191836
"Rwanda","RWA",1982,213881
"Rwanda","RWA",1983,256956
"Rwanda","RWA",1984,227300
"Rwanda","RWA",1985,313600
"Rwanda","RWA",1986,270970
"Rwanda","RWA",1987,264900
"Rwanda","RWA",1988,223900
"Rwanda","RWA",1989,210300
"Rwanda","RWA",1990,195000
"Rwanda","RWA",1991,205000
"Rwanda","RWA",1992,180000
"Rwanda","RWA",1993,137000
"Rwanda","RWA",1994,34800
"Rwanda","RWA",1995,126000
"Rwanda","RWA",1996,174347
"Rwanda","RWA",1997,133715
"Rwanda","RWA",1998,153917
"Rwanda","RWA",1999,140426
"Rwanda","RWA",2000,215347
"Rwanda","RWA",2001,242157
"Rwanda","RWA",2002,246906
"Rwanda","RWA",2003,239394
"Rwanda","RWA",2004,198224
"Rwanda","RWA",2005,199648
"Rwanda","RWA",2006,283387
"Rwanda","RWA",2007,329000
"Rwanda","RWA",2008,308000
"Rwanda","RWA",2009,326532
"Rwanda","RWA",2010,327497
"Rwanda","RWA",2011,331166.1
"Rwanda","RWA",2012,432857
"Rwanda","RWA",2013,438235.84
"Rwanda","RWA",2014,415259
"Rwanda","RWA",2015,434077
"Rwanda","RWA",2016,437672.97
"Rwanda","RWA",2017,455822
"Rwanda","RWA",2018,485755.5
"Rwanda","RWA",2019,484251
"Rwanda","RWA",2020,438735.56
"Rwanda","RWA",2021,491976
"Rwanda","RWA",2022,449448.03
"Rwanda","RWA",2023,450360
"Serbia","SRB",2006,44338
"Serbia","SRB",2007,30917
"Serbia","SRB",2008,42183
"Serbia","SRB",2009,46337
"Serbia","SRB",2010,43237
"Serbia","SRB",2011,39508
"Serbia","SRB",2012,10428.05
"Serbia","SRB",2013,13243.57
"Serbia","SRB",2014,9996
"Serbia","SRB",2015,12581
"Serbia","SRB",2016,13235
"Serbia","SRB",2017,13034
"Serbia","SRB",2018,11140
"Serbia","SRB",2019,9027
"Serbia","SRB",2020,9252.54
"Serbia","SRB",2021,8986
"Serbia","SRB",2022,7997
"Serbia","SRB",2023,7865.13
"Serbia and Montenegro","OWID_SRM",1992,73000
"Serbia and Montenegro","OWID_SRM",1993,48479
"Serbia and Montenegro","OWID_SRM",1994,62000
"Serbia and Montenegro","OWID_SRM",1995,73000
"Serbia and Montenegro","OWID_SRM",1996,60000
"Serbia and Montenegro","OWID_SRM",1997,69000
"Serbia and Montenegro","OWID_SRM",1998,64000
"Serbia and Montenegro","OWID_SRM",1999,73000
"Serbia and Montenegro","OWID_SRM",2000,33897
"Serbia and Montenegro","OWID_SRM",2001,62000
"Serbia and Montenegro","OWID_SRM",2002,58461
"Serbia and Montenegro","OWID_SRM",2003,47188
"Serbia and Montenegro","OWID_SRM",2004,62157
"Serbia and Montenegro","OWID_SRM",2005,58726
"Slovakia","SVK",1993,2622
"Slovakia","SVK",1994,3209
"Slovakia","SVK",1995,2250
"Slovakia","SVK",1996,2303
"Slovakia","SVK",1997,2251
"Slovakia","SVK",1998,2337
"Slovakia","SVK",1999,3626
"Slovakia","SVK",2000,2255
"Slovakia","SVK",2001,498
"Slovakia","SVK",2002,781
"Slovakia","SVK",2003,753
"Slovakia","SVK",2004,630
"Slovakia","SVK",2005,631
"Slovakia","SVK",2006,539
"Slovakia","SVK",2007,489
"Slovakia","SVK",2008,189
"Slovakia","SVK",2009,227
"Slovakia","SVK",2010,162
"Slovakia","SVK",2011,92
"Slovakia","SVK",2012,103
"Slovakia","SVK",2013,65
"Slovakia","SVK",2014,115
"Slovakia","SVK",2015,79
"Slovakia","SVK",2016,108
"Slovakia","SVK",2017,73
"Slovenia","SVN",1992,850.63
"Slovenia","SVN",1993,925.22
"Slovenia","SVN",1994,1026
"Slovenia","SVN",1995,1370
"Slovenia","SVN",1996,1018
"Slovenia","SVN",1997,1072
"Slovenia","SVN",1998,969
"Slovenia","SVN",1999,673
"Slovenia","SVN",2000,581
"Slovenia","SVN",2001,549
"Slovenia","SVN",2002,576
"Slovenia","SVN",2003,653.53
"Slovenia","SVN",2004,776
"Slovenia","SVN",2005,959
"Slovenia","SVN",2006,422
"Slovenia","SVN",2007,570
"Slovenia","SVN",2008,414
"Slovenia","SVN",2009,627
"Slovenia","SVN",2010,522
"Slovenia","SVN",2011,558
"Slovenia","SVN",2012,380
"Slovenia","SVN",2013,354
"Slovenia","SVN",2014,761
"Slovenia","SVN",2015,736
"Slovenia","SVN",2016,1219
"Slovenia","SVN",2017,896
"Small Island Developing States (FAO)",NA,1961,94333
"Small Island Developing States (FAO)",NA,1962,94783
"Small Island Developing States (FAO)",NA,1963,93106
"Small Island Developing States (FAO)",NA,1964,94949
"Small Island Developing States (FAO)",NA,1965,93234
"Small Island Developing States (FAO)",NA,1966,99479
"Small Island Developing States (FAO)",NA,1967,91611
"Small Island Developing States (FAO)",NA,1968,76682
"Small Island Developing States (FAO)",NA,1969,80959
"Small Island Developing States (FAO)",NA,1970,81872
"Small Island Developing States (FAO)",NA,1971,86596
"Small Island Developing States (FAO)",NA,1972,96667
"Small Island Developing States (FAO)",NA,1973,91954
"Small Island Developing States (FAO)",NA,1974,97038
"Small Island Developing States (FAO)",NA,1975,91297
"Small Island Developing States (FAO)",NA,1976,86994
"Small Island Developing States (FAO)",NA,1977,95762
"Small Island Developing States (FAO)",NA,1978,101306
"Small Island Developing States (FAO)",NA,1979,116622
"Small Island Developing States (FAO)",NA,1980,116535
"Small Island Developing States (FAO)",NA,1981,118364
"Small Island Developing States (FAO)",NA,1982,124251
"Small Island Developing States (FAO)",NA,1983,127890
"Small Island Developing States (FAO)",NA,1984,132512
"Small Island Developing States (FAO)",NA,1985,112715
"Small Island Developing States (FAO)",NA,1986,116916
"Small Island Developing States (FAO)",NA,1987,125410
"Small Island Developing States (FAO)",NA,1988,130175
"Small Island Developing States (FAO)",NA,1989,133587
"Small Island Developing States (FAO)",NA,1990,125800
"Small Island Developing States (FAO)",NA,1991,118554.59
"Small Island Developing States (FAO)",NA,1992,131446
"Small Island Developing States (FAO)",NA,1993,117594
"Small Island Developing States (FAO)",NA,1994,113569.68
"Small Island Developing States (FAO)",NA,1995,102790.59
"Small Island Developing States (FAO)",NA,1996,124642.53
"Small Island Developing States (FAO)",NA,1997,120705.28
"Small Island Developing States (FAO)",NA,1998,110455.03
"Small Island Developing States (FAO)",NA,1999,147972.4
"Small Island Developing States (FAO)",NA,2000,172051.6
"Small Island Developing States (FAO)",NA,2001,173658.56
"Small Island Developing States (FAO)",NA,2002,178751.23
"Small Island Developing States (FAO)",NA,2003,203197.66
"Small Island Developing States (FAO)",NA,2004,200218.27
"Small Island Developing States (FAO)",NA,2005,181127.48
"Small Island Developing States (FAO)",NA,2006,151151.7
"Small Island Developing States (FAO)",NA,2007,208077.92
"Small Island Developing States (FAO)",NA,2008,195748.47
"Small Island Developing States (FAO)",NA,2009,228395.06
"Small Island Developing States (FAO)",NA,2010,223721.8
"Small Island Developing States (FAO)",NA,2011,277244.22
"Small Island Developing States (FAO)",NA,2012,284236.8
"Small Island Developing States (FAO)",NA,2013,302555.7
"Small Island Developing States (FAO)",NA,2014,291716.25
"Small Island Developing States (FAO)",NA,2015,262730.4
"Small Island Developing States (FAO)",NA,2016,274253.94
"Small Island Developing States (FAO)",NA,2017,280120.88
"Small Island Developing States (FAO)",NA,2018,320603.2
"Small Island Developing States (FAO)",NA,2019,275249.34
"Small Island Developing States (FAO)",NA,2020,203730.64
"Small Island Developing States (FAO)",NA,2021,199785.69
"Small Island Developing States (FAO)",NA,2022,215926.72
"Small Island Developing States (FAO)",NA,2023,225516.5
"Somalia","SOM",1961,900
"Somalia","SOM",1962,140
"Somalia","SOM",1963,300
"Somalia","SOM",1964,850
"Somalia","SOM",1965,2000
"Somalia","SOM",1966,2400
"Somalia","SOM",1967,2500
"Somalia","SOM",1968,2500
"Somalia","SOM",1969,3000
"Somalia","SOM",1970,7800
"Somalia","SOM",1971,7000
"Somalia","SOM",1972,9400
"Somalia","SOM",1973,5900
"Somalia","SOM",1974,5300
"Somalia","SOM",1975,9400
"Somalia","SOM",1976,9800
"Somalia","SOM",1977,10200
"Somalia","SOM",1978,10100
"Somalia","SOM",1979,8200
"Somalia","SOM",1980,9300
"Somalia","SOM",1981,12600
"Somalia","SOM",1982,15000
"Somalia","SOM",1983,13000
"Somalia","SOM",1984,15700
"Somalia","SOM",1985,24000
"Somalia","SOM",1986,12700
"Somalia","SOM",1987,15600
"Somalia","SOM",1988,9200
"Somalia","SOM",1989,13000
"Somalia","SOM",1990,14000
"Somalia","SOM",1991,13000
"Somalia","SOM",1992,10000
"Somalia","SOM",1993,11000
"Somalia","SOM",1994,12100
"Somalia","SOM",1995,13000
"Somalia","SOM",1996,14000
"Somalia","SOM",1997,15000
"Somalia","SOM",1998,13000
"Somalia","SOM",1999,14000
"Somalia","SOM",2000,15000
"Somalia","SOM",2001,16500
"Somalia","SOM",2002,16850.9
"Somalia","SOM",2003,17500
"Somalia","SOM",2004,18500
"Somalia","SOM",2005,18539.49
"Somalia","SOM",2006,18000
"Somalia","SOM",2007,19436.22
"Somalia","SOM",2008,20913.69
"Somalia","SOM",2009,22058.78
"Somalia","SOM",2010,23169.4
"Somalia","SOM",2011,24253.54
"Somalia","SOM",2012,27000
"Somalia","SOM",2013,25000
"Somalia","SOM",2014,25971.97
"Somalia","SOM",2015,26974.98
"Somalia","SOM",2016,25982.31
"Somalia","SOM",2017,27321.11
"Somalia","SOM",2018,26759.47
"Somalia","SOM",2019,27860.64
"Somalia","SOM",2020,27313.74
"Somalia","SOM",2021,27311.28
"Somalia","SOM",2022,27495.22
"Somalia","SOM",2023,27373.42
"South Africa","ZAF",1961,54000
"South Africa","ZAF",1962,38000
"South Africa","ZAF",1963,38000
"South Africa","ZAF",1964,40000
"South Africa","ZAF",1965,45000
"South Africa","ZAF",1966,50000
"South Africa","ZAF",1967,79000
"South Africa","ZAF",1968,61000
"South Africa","ZAF",1969,49000
"South Africa","ZAF",1970,47000
"South Africa","ZAF",1971,62000
"South Africa","ZAF",1972,62000
"South Africa","ZAF",1973,55000
"South Africa","ZAF",1974,85000
"South Africa","ZAF",1975,67000
"South Africa","ZAF",1976,73000
"South Africa","ZAF",1977,92000
"South Africa","ZAF",1978,107000
"South Africa","ZAF",1979,82000
"South Africa","ZAF",1980,89000
"South Africa","ZAF",1981,99000
"South Africa","ZAF",1982,84000
"South Africa","ZAF",1983,53000
"South Africa","ZAF",1984,70000
"South Africa","ZAF",1985,87000
"South Africa","ZAF",1986,98000
"South Africa","ZAF",1987,99000
"South Africa","ZAF",1988,97000
"South Africa","ZAF",1989,117000
"South Africa","ZAF",1990,136000
"South Africa","ZAF",1991,99198
"South Africa","ZAF",1992,27704
"South Africa","ZAF",1993,61368
"South Africa","ZAF",1994,44000
"South Africa","ZAF",1995,44727
"South Africa","ZAF",1996,49728
"South Africa","ZAF",1997,52000
"South Africa","ZAF",1998,42150
"South Africa","ZAF",1999,76000
"South Africa","ZAF",2000,72004
"South Africa","ZAF",2001,91630
"South Africa","ZAF",2002,59020
"South Africa","ZAF",2003,60295
"South Africa","ZAF",2004,80000
"South Africa","ZAF",2005,69820
"South Africa","ZAF",2006,67250
"South Africa","ZAF",2007,39545
"South Africa","ZAF",2008,58975
"South Africa","ZAF",2009,67030
"South Africa","ZAF",2010,52255
"South Africa","ZAF",2011,41980
"South Africa","ZAF",2012,47695
"South Africa","ZAF",2013,60200
"South Africa","ZAF",2014,82130
"South Africa","ZAF",2015,73390
"South Africa","ZAF",2016,35445
"South Africa","ZAF",2017,68525
"South Africa","ZAF",2018,69360
"South Africa","ZAF",2019,66355
"South Africa","ZAF",2020,64800
"South Africa","ZAF",2021,57672
"South Africa","ZAF",2022,52590
"South Africa","ZAF",2023,50260
"South America",NA,1961,2026404
"South America",NA,1962,1979971
"South America",NA,1963,2209866
"South America",NA,1964,2217173
"South America",NA,1965,2573824
"South America",NA,1966,2448426
"South America",NA,1967,2887248
"South America",NA,1968,2694143
"South America",NA,1969,2480204
"South America",NA,1970,2530578
"South America",NA,1971,3027072
"South America",NA,1972,3022742
"South America",NA,1973,2580977
"South America",NA,1974,2656331
"South America",NA,1975,2722883
"South America",NA,1976,2328778
"South America",NA,1977,2799815
"South America",NA,1978,2698058
"South America",NA,1979,2792111
"South America",NA,1980,2456828
"South America",NA,1981,2947051
"South America",NA,1982,3557984
"South America",NA,1983,2106878
"South America",NA,1984,3151530
"South America",NA,1985,3124278
"South America",NA,1986,2785750
"South America",NA,1987,2506505
"South America",NA,1988,3368405
"South America",NA,1989,2804956
"South America",NA,1990,2853267
"South America",NA,1991,3396536
"South America",NA,1992,3385493
"South America",NA,1993,2985508
"South America",NA,1994,3929070.5
"South America",NA,1995,3598047
"South America",NA,1996,3063524
"South America",NA,1997,3494248.2
"South America",NA,1998,2849542.5
"South America",NA,1999,3511969
"South America",NA,2000,3696571
"South America",NA,2001,3084039
"South America",NA,2002,3679192
"South America",NA,2003,3896215
"South America",NA,2004,3509625
"South America",NA,2005,3622451
"South America",NA,2006,4196234
"South America",NA,2007,3916910
"South America",NA,2008,4212782
"South America",NA,2009,4235004
"South America",NA,2010,3934328.5
"South America",NA,2011,4204627.5
"South America",NA,2012,3523090.5
"South America",NA,2013,3409385.5
"South America",NA,2014,4138552.5
"South America",NA,2015,4134143
"South America",NA,2016,3367817.8
"South America",NA,2017,3909632.5
"South America",NA,2018,3796949
"South America",NA,2019,3901816
"South America",NA,2020,4169762.2
"South America",NA,2021,4170291.2
"South America",NA,2022,4029605.8
"South America",NA,2023,4150402.5
"South America (FAO)",NA,1961,2026404
"South America (FAO)",NA,1962,1979971
"South America (FAO)",NA,1963,2209866
"South America (FAO)",NA,1964,2217173
"South America (FAO)",NA,1965,2573824
"South America (FAO)",NA,1966,2448426
"South America (FAO)",NA,1967,2887248
"South America (FAO)",NA,1968,2694143
"South America (FAO)",NA,1969,2480204
"South America (FAO)",NA,1970,2530578
"South America (FAO)",NA,1971,3027072
"South America (FAO)",NA,1972,3022742
"South America (FAO)",NA,1973,2580977
"South America (FAO)",NA,1974,2656331
"South America (FAO)",NA,1975,2722883
"South America (FAO)",NA,1976,2328778
"South America (FAO)",NA,1977,2799815
"South America (FAO)",NA,1978,2698058
"South America (FAO)",NA,1979,2792111
"South America (FAO)",NA,1980,2456828
"South America (FAO)",NA,1981,2947051
"South America (FAO)",NA,1982,3557984
"South America (FAO)",NA,1983,2106878
"South America (FAO)",NA,1984,3151530
"South America (FAO)",NA,1985,3124278
"South America (FAO)",NA,1986,2785750
"South America (FAO)",NA,1987,2506505
"South America (FAO)",NA,1988,3368405
"South America (FAO)",NA,1989,2804956
"South America (FAO)",NA,1990,2853267
"South America (FAO)",NA,1991,3396536
"South America (FAO)",NA,1992,3385493
"South America (FAO)",NA,1993,2985508
"South America (FAO)",NA,1994,3929070.5
"South America (FAO)",NA,1995,3598047
"South America (FAO)",NA,1996,3063524
"South America (FAO)",NA,1997,3494248.2
"South America (FAO)",NA,1998,2849542.5
"South America (FAO)",NA,1999,3511969
"South America (FAO)",NA,2000,3696571
"South America (FAO)",NA,2001,3084039
"South America (FAO)",NA,2002,3679192
"South America (FAO)",NA,2003,3896215
"South America (FAO)",NA,2004,3509625
"South America (FAO)",NA,2005,3622451
"South America (FAO)",NA,2006,4196234
"South America (FAO)",NA,2007,3916910
"South America (FAO)",NA,2008,4212782
"South America (FAO)",NA,2009,4235004
"South America (FAO)",NA,2010,3934328.5
"South America (FAO)",NA,2011,4204627.5
"South America (FAO)",NA,2012,3523090.5
"South America (FAO)",NA,2013,3409385.5
"South America (FAO)",NA,2014,4138552.5
"South America (FAO)",NA,2015,4134143
"South America (FAO)",NA,2016,3367817.8
"South America (FAO)",NA,2017,3909632.5
"South America (FAO)",NA,2018,3796949
"South America (FAO)",NA,2019,3901816
"South America (FAO)",NA,2020,4169762.2
"South America (FAO)",NA,2021,4170291.2
"South America (FAO)",NA,2022,4029605.8
"South America (FAO)",NA,2023,4150402.5
"South Korea","KOR",1961,18186
"South Korea","KOR",1962,18570
"South Korea","KOR",1963,18482
"South Korea","KOR",1964,20483
"South Korea","KOR",1965,19970
"South Korea","KOR",1966,24225
"South Korea","KOR",1967,25231
"South Korea","KOR",1968,32273
"South Korea","KOR",1969,31757
"South Korea","KOR",1970,31172
"South Korea","KOR",1971,28673
"South Korea","KOR",1972,26318
"South Korea","KOR",1973,26770
"South Korea","KOR",1974,34656
"South Korea","KOR",1975,35323
"South Korea","KOR",1976,42172
"South Korea","KOR",1977,43601
"South Korea","KOR",1978,32131
"South Korea","KOR",1979,39641
"South Korea","KOR",1980,34480
"South Korea","KOR",1981,40672
"South Korea","KOR",1982,47487
"South Korea","KOR",1983,36366
"South Korea","KOR",1984,30550
"South Korea","KOR",1985,29846
"South Korea","KOR",1986,37495
"South Korea","KOR",1987,42219
"South Korea","KOR",1988,47288
"South Korea","KOR",1989,39054
"South Korea","KOR",1990,28304
"South Korea","KOR",1991,31686
"South Korea","KOR",1992,28348
"South Korea","KOR",1993,23894
"South Korea","KOR",1994,17212
"South Korea","KOR",1995,21788
"South Korea","KOR",1996,22253
"South Korea","KOR",1997,17625
"South Korea","KOR",1998,16542
"South Korea","KOR",1999,15285
"South Korea","KOR",2000,13403
"South Korea","KOR",2001,13371
"South Korea","KOR",2002,10264
"South Korea","KOR",2003,8105
"South Korea","KOR",2004,9322
"South Korea","KOR",2005,7057
"South Korea","KOR",2006,6427
"South Korea","KOR",2007,7645
"South Korea","KOR",2008,7584
"South Korea","KOR",2009,7413
"South Korea","KOR",2010,6104
"South Korea","KOR",2011,5540
"South Korea","KOR",2012,6448
"South Korea","KOR",2013,9973
"South Korea","KOR",2014,9296
"South Korea","KOR",2015,7289
"South Korea","KOR",2016,5897
"South Korea","KOR",2017,7270
"South Korea","KOR",2018,7723
"South Korea","KOR",2019,9137
"South Korea","KOR",2020,7407
"South Korea","KOR",2021,7402
"South Korea","KOR",2022,10331
"South Korea","KOR",2023,11476.15
"South Sudan","SSD",2012,6000
"South Sudan","SSD",2013,5300
"South Sudan","SSD",2014,4140
"South Sudan","SSD",2015,3140.67
"South Sudan","SSD",2016,4193.56
"South Sudan","SSD",2017,3824.74
"South Sudan","SSD",2018,3698.05
"South Sudan","SSD",2019,3905.45
"South Sudan","SSD",2020,3809.41
"South Sudan","SSD",2021,3804.3
"South Sudan","SSD",2022,3839.72
"South Sudan","SSD",2023,3817.81
"South-eastern Asia (FAO)",NA,1961,558010
"South-eastern Asia (FAO)",NA,1962,600900
"South-eastern Asia (FAO)",NA,1963,676468
"South-eastern Asia (FAO)",NA,1964,693427
"South-eastern Asia (FAO)",NA,1965,683566
"South-eastern Asia (FAO)",NA,1966,703095
"South-eastern Asia (FAO)",NA,1967,661569
"South-eastern Asia (FAO)",NA,1968,682524
"South-eastern Asia (FAO)",NA,1969,693785
"South-eastern Asia (FAO)",NA,1970,653177
"South-eastern Asia (FAO)",NA,1971,698279
"South-eastern Asia (FAO)",NA,1972,767701
"South-eastern Asia (FAO)",NA,1973,781429
"South-eastern Asia (FAO)",NA,1974,808970
"South-eastern Asia (FAO)",NA,1975,657250
"South-eastern Asia (FAO)",NA,1976,566631
"South-eastern Asia (FAO)",NA,1977,724785
"South-eastern Asia (FAO)",NA,1978,843739
"South-eastern Asia (FAO)",NA,1979,871983
"South-eastern Asia (FAO)",NA,1980,1011734
"South-eastern Asia (FAO)",NA,1981,980906
"South-eastern Asia (FAO)",NA,1982,970646
"South-eastern Asia (FAO)",NA,1983,1318493
"South-eastern Asia (FAO)",NA,1984,1455540
"South-eastern Asia (FAO)",NA,1985,1393879
"South-eastern Asia (FAO)",NA,1986,1381289
"South-eastern Asia (FAO)",NA,1987,1303717
"South-eastern Asia (FAO)",NA,1988,1405586
"South-eastern Asia (FAO)",NA,1989,1368991
"South-eastern Asia (FAO)",NA,1990,1404592
"South-eastern Asia (FAO)",NA,1991,1433364
"South-eastern Asia (FAO)",NA,1992,1732079
"South-eastern Asia (FAO)",NA,1993,1790607
"South-eastern Asia (FAO)",NA,1994,1853894
"South-eastern Asia (FAO)",NA,1995,1670299
"South-eastern Asia (FAO)",NA,1996,1665822
"South-eastern Asia (FAO)",NA,1997,1599326
"South-eastern Asia (FAO)",NA,1998,1797436
"South-eastern Asia (FAO)",NA,1999,1945050
"South-eastern Asia (FAO)",NA,2000,1992767
"South-eastern Asia (FAO)",NA,2001,2186612
"South-eastern Asia (FAO)",NA,2002,2308305
"South-eastern Asia (FAO)",NA,2003,2553473.8
"South-eastern Asia (FAO)",NA,2004,2555037.8
"South-eastern Asia (FAO)",NA,2005,2848142
"South-eastern Asia (FAO)",NA,2006,3198229.8
"South-eastern Asia (FAO)",NA,2007,3518978.8
"South-eastern Asia (FAO)",NA,2008,3881908.2
"South-eastern Asia (FAO)",NA,2009,4050894
"South-eastern Asia (FAO)",NA,2010,4221556
"South-eastern Asia (FAO)",NA,2011,4504413.5
"South-eastern Asia (FAO)",NA,2012,4683804.5
"South-eastern Asia (FAO)",NA,2013,4992666.5
"South-eastern Asia (FAO)",NA,2014,3685365.2
"South-eastern Asia (FAO)",NA,2015,3844347.2
"South-eastern Asia (FAO)",NA,2016,3777927
"South-eastern Asia (FAO)",NA,2017,3485079.2
"South-eastern Asia (FAO)",NA,2018,3355464.8
"South-eastern Asia (FAO)",NA,2019,3301370.2
"South-eastern Asia (FAO)",NA,2020,3263567.2
"South-eastern Asia (FAO)",NA,2021,3289252.2
"South-eastern Asia (FAO)",NA,2022,3217232.8
"South-eastern Asia (FAO)",NA,2023,3224682.8
"Southern Africa (FAO)",NA,1961,56306
"Southern Africa (FAO)",NA,1962,40400
"Southern Africa (FAO)",NA,1963,40054
"Southern Africa (FAO)",NA,1964,42099
"Southern Africa (FAO)",NA,1965,46809
"Southern Africa (FAO)",NA,1966,52619
"Southern Africa (FAO)",NA,1967,81548
"Southern Africa (FAO)",NA,1968,63782
"Southern Africa (FAO)",NA,1969,53020
"Southern Africa (FAO)",NA,1970,51546
"Southern Africa (FAO)",NA,1971,66870
"Southern Africa (FAO)",NA,1972,65334
"Southern Africa (FAO)",NA,1973,59814
"Southern Africa (FAO)",NA,1974,93278
"Southern Africa (FAO)",NA,1975,81593
"Southern Africa (FAO)",NA,1976,82668
"Southern Africa (FAO)",NA,1977,113559
"Southern Africa (FAO)",NA,1978,118358
"Southern Africa (FAO)",NA,1979,91480
"Southern Africa (FAO)",NA,1980,92907
"Southern Africa (FAO)",NA,1981,103400
"Southern Africa (FAO)",NA,1982,89302
"Southern Africa (FAO)",NA,1983,55158
"Southern Africa (FAO)",NA,1984,71990
"Southern Africa (FAO)",NA,1985,91023
"Southern Africa (FAO)",NA,1986,104749
"Southern Africa (FAO)",NA,1987,105344
"Southern Africa (FAO)",NA,1988,108549
"Southern Africa (FAO)",NA,1989,130970
"Southern Africa (FAO)",NA,1990,145935
"Southern Africa (FAO)",NA,1991,103063
"Southern Africa (FAO)",NA,1992,30507
"Southern Africa (FAO)",NA,1993,64967
"Southern Africa (FAO)",NA,1994,49188
"Southern Africa (FAO)",NA,1995,52570
"Southern Africa (FAO)",NA,1996,60328
"Southern Africa (FAO)",NA,1997,71196
"Southern Africa (FAO)",NA,1998,55025
"Southern Africa (FAO)",NA,1999,88173
"Southern Africa (FAO)",NA,2000,84270
"Southern Africa (FAO)",NA,2001,100705
"Southern Africa (FAO)",NA,2002,64450.12
"Southern Africa (FAO)",NA,2003,64885
"Southern Africa (FAO)",NA,2004,85638.03
"Southern Africa (FAO)",NA,2005,73179
"Southern Africa (FAO)",NA,2006,72759
"Southern Africa (FAO)",NA,2007,46762
"Southern Africa (FAO)",NA,2008,63198
"Southern Africa (FAO)",NA,2009,71652
"Southern Africa (FAO)",NA,2010,62384
"Southern Africa (FAO)",NA,2011,50255.38
"Southern Africa (FAO)",NA,2012,53815.47
"Southern Africa (FAO)",NA,2013,64667
"Southern Africa (FAO)",NA,2014,85552.66
"Southern Africa (FAO)",NA,2015,78686.71
"Southern Africa (FAO)",NA,2016,37657.48
"Southern Africa (FAO)",NA,2017,76037.8
"Southern Africa (FAO)",NA,2018,77007.46
"Southern Africa (FAO)",NA,2019,68086.51
"Southern Africa (FAO)",NA,2020,69307.33
"Southern Africa (FAO)",NA,2021,70640.1
"Southern Africa (FAO)",NA,2022,59869.65
"Southern Africa (FAO)",NA,2023,56349.03
"Southern Asia (FAO)",NA,1961,1827827
"Southern Asia (FAO)",NA,1962,1944813
"Southern Asia (FAO)",NA,1963,1968607
"Southern Asia (FAO)",NA,1964,2209344
"Southern Asia (FAO)",NA,1965,1850503
"Southern Asia (FAO)",NA,1966,1849987
"Southern Asia (FAO)",NA,1967,2178673
"Southern Asia (FAO)",NA,1968,2025945
