"Entity","Code","Year","avocados__00000572__production__005510__tonnes"
"Seychelles","SYC",1966,6
"Seychelles","SYC",1967,6
"Seychelles","SYC",1968,6
"Seychelles","SYC",1969,7
"Seychelles","SYC",1970,7
"Seychelles","SYC",1971,8
"Seychelles","SYC",1972,8
"Seychelles","SYC",1973,8
"Seychelles","SYC",1974,8
"Seychelles","SYC",1975,9
"Seychelles","SYC",1976,9
"Seychelles","SYC",1977,9
"Seychelles","SYC",1978,9
"Seychelles","SYC",1979,10
"Seychelles","SYC",1980,10
"Seychelles","SYC",1981,10
"Seychelles","SYC",1982,12
"Seychelles","SYC",1983,12
"Seychelles","SYC",1984,12
"Seychelles","SYC",1985,12
"Seychelles","SYC",1986,12
"Seychelles","SYC",1987,12
"Seychelles","SYC",1988,12
"Seychelles","SYC",1989,12
"Seychelles","SYC",1990,15
"Seychelles","SYC",1991,12.82
"Seychelles","SYC",1992,12.8
"Seychelles","SYC",1993,13.05
"Seychelles","SYC",1994,13.85
"Seychelles","SYC",1995,15
"Seychelles","SYC",1996,13.89
"Seychelles","SYC",1997,13.74
"Seychelles","SYC",1998,13.59
"Seychelles","SYC",1999,13.43
"Seychelles","SYC",2000,13.29
"Seychelles","SYC",2001,13.14
"Seychelles","SYC",2002,12.79
"Seychelles","SYC",2003,12.69
"Seychelles","SYC",2004,12.6
"Seychelles","SYC",2005,12.51
"Seychelles","SYC",2006,12.43
"Seychelles","SYC",2007,12
"Seychelles","SYC",2008,12
"Seychelles","SYC",2009,12
"Seychelles","SYC",2010,12
"Seychelles","SYC",2011,11.53
"Seychelles","SYC",2012,13
"Seychelles","SYC",2013,12.88
"Seychelles","SYC",2014,12.85
"Seychelles","SYC",2015,12.58
"Seychelles","SYC",2016,12.43
"Seychelles","SYC",2017,12.37
"Seychelles","SYC",2018,12.36
"Seychelles","SYC",2019,12.35
"Seychelles","SYC",2020,12.41
"Seychelles","SYC",2021,12.47
"Seychelles","SYC",2022,12.48
"Seychelles","SYC",2023,12.48
"Slovakia","SVK",2018,0
"Slovakia","SVK",2019,0
"Slovakia","SVK",2020,0
"Slovakia","SVK",2021,0
"Slovakia","SVK",2022,0
"Slovakia","SVK",2023,0
"Slovenia","SVN",2018,0
"Slovenia","SVN",2019,0
"Slovenia","SVN",2020,0
"Slovenia","SVN",2021,0
"Slovenia","SVN",2022,0
"Slovenia","SVN",2023,0
"Small Island Developing States (FAO)",NA,1961,195065
"Small Island Developing States (FAO)",NA,1962,195877
"Small Island Developing States (FAO)",NA,1963,200245
"Small Island Developing States (FAO)",NA,1964,210819
"Small Island Developing States (FAO)",NA,1965,206526
"Small Island Developing States (FAO)",NA,1966,187779
"Small Island Developing States (FAO)",NA,1967,205065
"Small Island Developing States (FAO)",NA,1968,196379
"Small Island Developing States (FAO)",NA,1969,199757
"Small Island Developing States (FAO)",NA,1970,201953
"Small Island Developing States (FAO)",NA,1971,199985
"Small Island Developing States (FAO)",NA,1972,208706
"Small Island Developing States (FAO)",NA,1973,213014
"Small Island Developing States (FAO)",NA,1974,216737
"Small Island Developing States (FAO)",NA,1975,222279
"Small Island Developing States (FAO)",NA,1976,221942
"Small Island Developing States (FAO)",NA,1977,220943
"Small Island Developing States (FAO)",NA,1978,228849
"Small Island Developing States (FAO)",NA,1979,222753
"Small Island Developing States (FAO)",NA,1980,210068
"Small Island Developing States (FAO)",NA,1981,216010
"Small Island Developing States (FAO)",NA,1982,230109
"Small Island Developing States (FAO)",NA,1983,232599
"Small Island Developing States (FAO)",NA,1984,230331
"Small Island Developing States (FAO)",NA,1985,217002
"Small Island Developing States (FAO)",NA,1986,221818
"Small Island Developing States (FAO)",NA,1987,216074
"Small Island Developing States (FAO)",NA,1988,206445
"Small Island Developing States (FAO)",NA,1989,218499
"Small Island Developing States (FAO)",NA,1990,87022
"Small Island Developing States (FAO)",NA,1991,93152.41
"Small Island Developing States (FAO)",NA,1992,78139.83
"Small Island Developing States (FAO)",NA,1993,79631.6
"Small Island Developing States (FAO)",NA,1994,93377.62
"Small Island Developing States (FAO)",NA,1995,112546.44
"Small Island Developing States (FAO)",NA,1996,77329.59
"Small Island Developing States (FAO)",NA,1997,98825.85
"Small Island Developing States (FAO)",NA,1998,124324.11
"Small Island Developing States (FAO)",NA,1999,134935.97
"Small Island Developing States (FAO)",NA,2000,145281.12
"Small Island Developing States (FAO)",NA,2001,172087.84
"Small Island Developing States (FAO)",NA,2002,214634.05
"Small Island Developing States (FAO)",NA,2003,342477.84
"Small Island Developing States (FAO)",NA,2004,287619.2
"Small Island Developing States (FAO)",NA,2005,184130.05
"Small Island Developing States (FAO)",NA,2006,288303.38
"Small Island Developing States (FAO)",NA,2007,258556.4
"Small Island Developing States (FAO)",NA,2008,250930.53
"Small Island Developing States (FAO)",NA,2009,257964.72
"Small Island Developing States (FAO)",NA,2010,366179.03
"Small Island Developing States (FAO)",NA,2011,384155.8
"Small Island Developing States (FAO)",NA,2012,387293.84
"Small Island Developing States (FAO)",NA,2013,493209.44
"Small Island Developing States (FAO)",NA,2014,628767.06
"Small Island Developing States (FAO)",NA,2015,732784.44
"Small Island Developing States (FAO)",NA,2016,972156.5
"Small Island Developing States (FAO)",NA,2017,960947.3
"Small Island Developing States (FAO)",NA,2018,925268.25
"Small Island Developing States (FAO)",NA,2019,891528.6
"Small Island Developing States (FAO)",NA,2020,817781.06
"Small Island Developing States (FAO)",NA,2021,824014.5
"Small Island Developing States (FAO)",NA,2022,933535.75
"Small Island Developing States (FAO)",NA,2023,1235912.5
"South Africa","ZAF",1961,4733
"South Africa","ZAF",1962,5412
"South Africa","ZAF",1963,4054
"South Africa","ZAF",1964,4553
"South Africa","ZAF",1965,4152
"South Africa","ZAF",1966,4011
"South Africa","ZAF",1967,5891
"South Africa","ZAF",1968,6150
"South Africa","ZAF",1969,8747
"South Africa","ZAF",1970,7757
"South Africa","ZAF",1971,8729
"South Africa","ZAF",1972,9587
"South Africa","ZAF",1973,12112
"South Africa","ZAF",1974,13254
"South Africa","ZAF",1975,14760
"South Africa","ZAF",1976,17140
"South Africa","ZAF",1977,18971
"South Africa","ZAF",1978,18284
"South Africa","ZAF",1979,20162
"South Africa","ZAF",1980,20283
"South Africa","ZAF",1981,21135
"South Africa","ZAF",1982,21967
"South Africa","ZAF",1983,26581
"South Africa","ZAF",1984,22132
"South Africa","ZAF",1985,25506
"South Africa","ZAF",1986,32553
"South Africa","ZAF",1987,38270
"South Africa","ZAF",1988,41217
"South Africa","ZAF",1989,41004
"South Africa","ZAF",1990,51808
"South Africa","ZAF",1991,48565
"South Africa","ZAF",1992,42234
"South Africa","ZAF",1993,37763
"South Africa","ZAF",1994,48418
"South Africa","ZAF",1995,45428
"South Africa","ZAF",1996,53801
"South Africa","ZAF",1997,44586
"South Africa","ZAF",1998,92161
"South Africa","ZAF",1999,55793
"South Africa","ZAF",2000,81006
"South Africa","ZAF",2001,51942
"South Africa","ZAF",2002,84720
"South Africa","ZAF",2003,63265
"South Africa","ZAF",2004,56869
"South Africa","ZAF",2005,105931
"South Africa","ZAF",2006,61404
"South Africa","ZAF",2007,65209
"South Africa","ZAF",2008,83534
"South Africa","ZAF",2009,76726
"South Africa","ZAF",2010,83204
"South Africa","ZAF",2011,75765
"South Africa","ZAF",2012,91603
"South Africa","ZAF",2013,83718
"South Africa","ZAF",2014,107176
"South Africa","ZAF",2015,86189
"South Africa","ZAF",2016,89546
"South Africa","ZAF",2017,63045
"South Africa","ZAF",2018,127568
"South Africa","ZAF",2019,83623
"South Africa","ZAF",2020,84775
"South Africa","ZAF",2021,82677
"South Africa","ZAF",2022,103601.68
"South Africa","ZAF",2023,108880.28
"South America",NA,1961,205970
"South America",NA,1962,230602
"South America",NA,1963,240812
"South America",NA,1964,243182
"South America",NA,1965,256514
"South America",NA,1966,273519
"South America",NA,1967,287401
"South America",NA,1968,314797
"South America",NA,1969,330516
"South America",NA,1970,359693
"South America",NA,1971,371896
"South America",NA,1972,410411
"South America",NA,1973,351966
"South America",NA,1974,366849
"South America",NA,1975,366121
"South America",NA,1976,365754
"South America",NA,1977,372580
"South America",NA,1978,341176
"South America",NA,1979,346936
"South America",NA,1980,342484
"South America",NA,1981,356176
"South America",NA,1982,372048
"South America",NA,1983,376188
"South America",NA,1984,382467
"South America",NA,1985,354768
"South America",NA,1986,375404
"South America",NA,1987,370313
"South America",NA,1988,392128
"South America",NA,1989,409855
"South America",NA,1990,395239
"South America",NA,1991,404111
"South America",NA,1992,421831
"South America",NA,1993,408283
"South America",NA,1994,389677.34
"South America",NA,1995,374493
"South America",NA,1996,409516.75
"South America",NA,1997,441098.94
"South America",NA,1998,411458
"South America",NA,1999,491255.47
"South America",NA,2000,492103.22
"South America",NA,2001,579663.7
"South America",NA,2002,640944
"South America",NA,2003,638750.6
"South America",NA,2004,704998.9
"South America",NA,2005,716350.3
"South America",NA,2006,782813.75
"South America",NA,2007,811930
"South America",NA,2008,710447.8
"South America",NA,2009,837900.6
"South America",NA,2010,845911.6
"South America",NA,2011,904054.25
"South America",NA,2012,1014590.7
"South America",NA,2013,1071398.8
"South America",NA,2014,1143726.2
"South America",NA,2015,1200628.1
"South America",NA,2016,1305408.9
"South America",NA,2017,1390136
"South America",NA,2018,1497460.4
"South America",NA,2019,1695446.8
"South America",NA,2020,2117557.8
"South America",NA,2021,2430842.2
"South America",NA,2022,2644242
"South America",NA,2023,2850680.2
"South America (FAO)",NA,1961,205970
"South America (FAO)",NA,1962,230602
"South America (FAO)",NA,1963,240812
"South America (FAO)",NA,1964,243182
"South America (FAO)",NA,1965,256514
"South America (FAO)",NA,1966,273519
"South America (FAO)",NA,1967,287401
"South America (FAO)",NA,1968,314797
"South America (FAO)",NA,1969,330516
"South America (FAO)",NA,1970,359693
"South America (FAO)",NA,1971,371896
"South America (FAO)",NA,1972,410411
"South America (FAO)",NA,1973,351966
"South America (FAO)",NA,1974,366849
"South America (FAO)",NA,1975,366121
"South America (FAO)",NA,1976,365754
"South America (FAO)",NA,1977,372580
"South America (FAO)",NA,1978,341176
"South America (FAO)",NA,1979,346936
"South America (FAO)",NA,1980,342484
"South America (FAO)",NA,1981,356176
"South America (FAO)",NA,1982,372048
"South America (FAO)",NA,1983,376188
"South America (FAO)",NA,1984,382467
"South America (FAO)",NA,1985,354768
"South America (FAO)",NA,1986,375404
"South America (FAO)",NA,1987,370313
"South America (FAO)",NA,1988,392128
"South America (FAO)",NA,1989,409855
"South America (FAO)",NA,1990,395239
"South America (FAO)",NA,1991,404111
"South America (FAO)",NA,1992,421831
"South America (FAO)",NA,1993,408283
"South America (FAO)",NA,1994,389677.34
"South America (FAO)",NA,1995,374493
"South America (FAO)",NA,1996,409516.75
"South America (FAO)",NA,1997,441098.94
"South America (FAO)",NA,1998,411458
"South America (FAO)",NA,1999,491255.47
"South America (FAO)",NA,2000,492103.22
"South America (FAO)",NA,2001,579663.7
"South America (FAO)",NA,2002,640944
"South America (FAO)",NA,2003,638750.6
"South America (FAO)",NA,2004,704998.9
"South America (FAO)",NA,2005,716350.3
"South America (FAO)",NA,2006,782813.75
"South America (FAO)",NA,2007,811930
"South America (FAO)",NA,2008,710447.8
"South America (FAO)",NA,2009,837900.6
"South America (FAO)",NA,2010,845911.6
"South America (FAO)",NA,2011,904054.25
"South America (FAO)",NA,2012,1014590.7
"South America (FAO)",NA,2013,1071398.8
"South America (FAO)",NA,2014,1143726.2
"South America (FAO)",NA,2015,1200628.1
"South America (FAO)",NA,2016,1305408.9
"South America (FAO)",NA,2017,1390136
"South America (FAO)",NA,2018,1497460.4
"South America (FAO)",NA,2019,1695446.8
"South America (FAO)",NA,2020,2117557.5
"South America (FAO)",NA,2021,2430842
"South America (FAO)",NA,2022,2644242
"South America (FAO)",NA,2023,2850680.2
"South-eastern Asia (FAO)",NA,1961,43320
"South-eastern Asia (FAO)",NA,1962,43000
"South-eastern Asia (FAO)",NA,1963,43900
"South-eastern Asia (FAO)",NA,1964,49423
"South-eastern Asia (FAO)",NA,1965,50885
"South-eastern Asia (FAO)",NA,1966,65885
"South-eastern Asia (FAO)",NA,1967,66961
"South-eastern Asia (FAO)",NA,1968,64381
"South-eastern Asia (FAO)",NA,1969,55179
"South-eastern Asia (FAO)",NA,1970,51090
"South-eastern Asia (FAO)",NA,1971,43189
"South-eastern Asia (FAO)",NA,1972,56663
"South-eastern Asia (FAO)",NA,1973,57414
"South-eastern Asia (FAO)",NA,1974,75200
"South-eastern Asia (FAO)",NA,1975,76918
"South-eastern Asia (FAO)",NA,1976,67980
"South-eastern Asia (FAO)",NA,1977,85674
"South-eastern Asia (FAO)",NA,1978,74260
"South-eastern Asia (FAO)",NA,1979,66525
"South-eastern Asia (FAO)",NA,1980,73876
"South-eastern Asia (FAO)",NA,1981,97492
"South-eastern Asia (FAO)",NA,1982,76389
"South-eastern Asia (FAO)",NA,1983,66700
"South-eastern Asia (FAO)",NA,1984,79661
"South-eastern Asia (FAO)",NA,1985,83432
"South-eastern Asia (FAO)",NA,1986,92982
"South-eastern Asia (FAO)",NA,1987,78871
"South-eastern Asia (FAO)",NA,1988,84114
"South-eastern Asia (FAO)",NA,1989,85302
"South-eastern Asia (FAO)",NA,1990,112592
"South-eastern Asia (FAO)",NA,1991,137542.92
"South-eastern Asia (FAO)",NA,1992,140202.56
"South-eastern Asia (FAO)",NA,1993,139924.94
"South-eastern Asia (FAO)",NA,1994,149229.4
"South-eastern Asia (FAO)",NA,1995,210002.28
"South-eastern Asia (FAO)",NA,1996,190522.44
"South-eastern Asia (FAO)",NA,1997,174455.7
"South-eastern Asia (FAO)",NA,1998,168955
"South-eastern Asia (FAO)",NA,1999,165300.19
"South-eastern Asia (FAO)",NA,2000,184571
"South-eastern Asia (FAO)",NA,2001,180107.48
"South-eastern Asia (FAO)",NA,2002,277439
"South-eastern Asia (FAO)",NA,2003,292683.84
"South-eastern Asia (FAO)",NA,2004,254571.34
"South-eastern Asia (FAO)",NA,2005,257631.83
"South-eastern Asia (FAO)",NA,2006,267680
"South-eastern Asia (FAO)",NA,2007,229510
"South-eastern Asia (FAO)",NA,2008,271945.66
"South-eastern Asia (FAO)",NA,2009,283845
"South-eastern Asia (FAO)",NA,2010,249747
"South-eastern Asia (FAO)",NA,2011,300505.8
"South-eastern Asia (FAO)",NA,2012,319189.66
"South-eastern Asia (FAO)",NA,2013,314459.56
"South-eastern Asia (FAO)",NA,2014,331623.44
"South-eastern Asia (FAO)",NA,2015,406968.84
"South-eastern Asia (FAO)",NA,2016,328790.38
"South-eastern Asia (FAO)",NA,2017,386902.03
"South-eastern Asia (FAO)",NA,2018,512002.22
"South-eastern Asia (FAO)",NA,2019,596312.5
"South-eastern Asia (FAO)",NA,2020,792584.1
"South-eastern Asia (FAO)",NA,2021,906557.25
"South-eastern Asia (FAO)",NA,2022,1101495.2
"South-eastern Asia (FAO)",NA,2023,1087172.8
"Southern Africa (FAO)",NA,1961,4733
"Southern Africa (FAO)",NA,1962,5412
"Southern Africa (FAO)",NA,1963,4054
"Southern Africa (FAO)",NA,1964,4553
"Southern Africa (FAO)",NA,1965,4152
"Southern Africa (FAO)",NA,1966,4011
"Southern Africa (FAO)",NA,1967,5891
"Southern Africa (FAO)",NA,1968,6150
"Southern Africa (FAO)",NA,1969,8747
"Southern Africa (FAO)",NA,1970,7757
"Southern Africa (FAO)",NA,1971,8729
"Southern Africa (FAO)",NA,1972,9587
"Southern Africa (FAO)",NA,1973,12112
"Southern Africa (FAO)",NA,1974,13254
"Southern Africa (FAO)",NA,1975,14760
"Southern Africa (FAO)",NA,1976,17140
"Southern Africa (FAO)",NA,1977,18971
"Southern Africa (FAO)",NA,1978,18284
"Southern Africa (FAO)",NA,1979,20162
"Southern Africa (FAO)",NA,1980,20283
"Southern Africa (FAO)",NA,1981,21135
"Southern Africa (FAO)",NA,1982,21967
"Southern Africa (FAO)",NA,1983,26581
"Southern Africa (FAO)",NA,1984,22132
"Southern Africa (FAO)",NA,1985,25506
"Southern Africa (FAO)",NA,1986,32553
"Southern Africa (FAO)",NA,1987,38270
"Southern Africa (FAO)",NA,1988,41217
"Southern Africa (FAO)",NA,1989,41004
"Southern Africa (FAO)",NA,1990,51808
"Southern Africa (FAO)",NA,1991,48565
"Southern Africa (FAO)",NA,1992,42234
"Southern Africa (FAO)",NA,1993,37763
"Southern Africa (FAO)",NA,1994,48418
"Southern Africa (FAO)",NA,1995,45428
"Southern Africa (FAO)",NA,1996,53801
"Southern Africa (FAO)",NA,1997,44866
"Southern Africa (FAO)",NA,1998,92411
"Southern Africa (FAO)",NA,1999,55933
"Southern Africa (FAO)",NA,2000,81316
"Southern Africa (FAO)",NA,2001,52082
"Southern Africa (FAO)",NA,2002,84930
"Southern Africa (FAO)",NA,2003,63615
"Southern Africa (FAO)",NA,2004,57193.51
"Southern Africa (FAO)",NA,2005,106211
"Southern Africa (FAO)",NA,2006,61904
"Southern Africa (FAO)",NA,2007,65859
"Southern Africa (FAO)",NA,2008,84284
"Southern Africa (FAO)",NA,2009,77456.7
"Southern Africa (FAO)",NA,2010,84004
"Southern Africa (FAO)",NA,2011,76554.34
"Southern Africa (FAO)",NA,2012,92353
"Southern Africa (FAO)",NA,2013,84529.38
"Southern Africa (FAO)",NA,2014,108009.73
"Southern Africa (FAO)",NA,2015,87123.1
"Southern Africa (FAO)",NA,2016,90405.74
"Southern Africa (FAO)",NA,2017,63913.93
"Southern Africa (FAO)",NA,2018,128452.61
"Southern Africa (FAO)",NA,2019,84521.05
"Southern Africa (FAO)",NA,2020,85658.86
"Southern Africa (FAO)",NA,2021,83565.84
"Southern Africa (FAO)",NA,2022,104491.93
"Southern Africa (FAO)",NA,2023,109767.93
"Southern Asia (FAO)",NA,1990,1354.29
"Southern Asia (FAO)",NA,1991,1389.05
"Southern Asia (FAO)",NA,1992,1423.82
"Southern Asia (FAO)",NA,1993,1458.59
"Southern Asia (FAO)",NA,1994,1493.35
"Southern Asia (FAO)",NA,1995,1528.12
"Southern Asia (FAO)",NA,1996,1562.89
"Southern Asia (FAO)",NA,1997,1597.65
"Southern Asia (FAO)",NA,1998,1632.42
"Southern Asia (FAO)",NA,1999,1667.19
"Southern Asia (FAO)",NA,2000,1701.95
"Southern Asia (FAO)",NA,2001,1736.72
"Southern Asia (FAO)",NA,2002,1771.49
"Southern Asia (FAO)",NA,2003,1806.25
"Southern Asia (FAO)",NA,2004,1841.02
"Southern Asia (FAO)",NA,2005,1875.79
"Southern Asia (FAO)",NA,2006,1910.55
"Southern Asia (FAO)",NA,2007,1945.32
"Southern Asia (FAO)",NA,2008,1980.09
"Southern Asia (FAO)",NA,2009,2014.85
"Southern Asia (FAO)",NA,2010,6170.77
"Southern Asia (FAO)",NA,2011,9666.46
"Southern Asia (FAO)",NA,2012,10663
"Southern Asia (FAO)",NA,2013,11370
"Southern Asia (FAO)",NA,2014,15620
"Southern Asia (FAO)",NA,2015,18000
"Southern Asia (FAO)",NA,2016,15651
"Southern Asia (FAO)",NA,2017,13817.47
"Southern Asia (FAO)",NA,2018,22799.16
"Southern Asia (FAO)",NA,2019,22507.19
"Southern Asia (FAO)",NA,2020,19385.8
"Southern Asia (FAO)",NA,2021,15014
"Southern Asia (FAO)",NA,2022,14380.83
"Southern Asia (FAO)",NA,2023,12430.06
"Southern Europe (FAO)",NA,1961,340
"Southern Europe (FAO)",NA,1962,373
"Southern Europe (FAO)",NA,1963,377
"Southern Europe (FAO)",NA,1964,347
"Southern Europe (FAO)",NA,1965,400
"Southern Europe (FAO)",NA,1966,469
"Southern Europe (FAO)",NA,1967,599
"Southern Europe (FAO)",NA,1968,555
"Southern Europe (FAO)",NA,1969,674
"Southern Europe (FAO)",NA,1970,600
"Southern Europe (FAO)",NA,1971,887
"Southern Europe (FAO)",NA,1972,1526
"Southern Europe (FAO)",NA,1973,1800
"Southern Europe (FAO)",NA,1974,2000
"Southern Europe (FAO)",NA,1975,2500
"Southern Europe (FAO)",NA,1976,3000
"Southern Europe (FAO)",NA,1977,4000
"Southern Europe (FAO)",NA,1978,4948
"Southern Europe (FAO)",NA,1979,6000
"Southern Europe (FAO)",NA,1980,7596
"Southern Europe (FAO)",NA,1981,10500
"Southern Europe (FAO)",NA,1982,15500
"Southern Europe (FAO)",NA,1983,20500
"Southern Europe (FAO)",NA,1984,25049
"Southern Europe (FAO)",NA,1985,28702
"Southern Europe (FAO)",NA,1986,30847
"Southern Europe (FAO)",NA,1987,33022
"Southern Europe (FAO)",NA,1988,43933
"Southern Europe (FAO)",NA,1989,46949
"Southern Europe (FAO)",NA,1990,66992
"Southern Europe (FAO)",NA,1991,74052
"Southern Europe (FAO)",NA,1992,74275
"Southern Europe (FAO)",NA,1993,69989
"Southern Europe (FAO)",NA,1994,49110
"Southern Europe (FAO)",NA,1995,29408
"Southern Europe (FAO)",NA,1996,53596
"Southern Europe (FAO)",NA,1997,53971
"Southern Europe (FAO)",NA,1998,75268
"Southern Europe (FAO)",NA,1999,67572
"Southern Europe (FAO)",NA,2000,65768
"Southern Europe (FAO)",NA,2001,76452.22
"Southern Europe (FAO)",NA,2002,75782.34
"Southern Europe (FAO)",NA,2003,78205.26
"Southern Europe (FAO)",NA,2004,77932
"Southern Europe (FAO)",NA,2005,77631.66
"Southern Europe (FAO)",NA,2006,82458
"Southern Europe (FAO)",NA,2007,84654
"Southern Europe (FAO)",NA,2008,76043.15
"Southern Europe (FAO)",NA,2009,74388.86
"Southern Europe (FAO)",NA,2010,99809.26
"Southern Europe (FAO)",NA,2011,85887.06
"Southern Europe (FAO)",NA,2012,78914.53
"Southern Europe (FAO)",NA,2013,71914.58
"Southern Europe (FAO)",NA,2014,79875.3
"Southern Europe (FAO)",NA,2015,89202.02
"Southern Europe (FAO)",NA,2016,94274.27
"Southern Europe (FAO)",NA,2017,95729.19
"Southern Europe (FAO)",NA,2018,97157.06
"Southern Europe (FAO)",NA,2019,121516.01
"Southern Europe (FAO)",NA,2020,126236.28
"Southern Europe (FAO)",NA,2021,150738.48
"Southern Europe (FAO)",NA,2022,146647.94
"Southern Europe (FAO)",NA,2023,137367.4
"Spain","ESP",1961,340
"Spain","ESP",1962,373
"Spain","ESP",1963,377
"Spain","ESP",1964,347
"Spain","ESP",1965,400
"Spain","ESP",1966,469
"Spain","ESP",1967,599
"Spain","ESP",1968,555
"Spain","ESP",1969,674
"Spain","ESP",1970,600
"Spain","ESP",1971,887
"Spain","ESP",1972,1526
"Spain","ESP",1973,1800
"Spain","ESP",1974,2000
"Spain","ESP",1975,2500
"Spain","ESP",1976,3000
"Spain","ESP",1977,4000
"Spain","ESP",1978,4948
"Spain","ESP",1979,6000
"Spain","ESP",1980,7596
"Spain","ESP",1981,10000
"Spain","ESP",1982,15000
"Spain","ESP",1983,20000
"Spain","ESP",1984,24549
"Spain","ESP",1985,27956
"Spain","ESP",1986,30282
"Spain","ESP",1987,32534
"Spain","ESP",1988,42992
"Spain","ESP",1989,46222
"Spain","ESP",1990,44880
"Spain","ESP",1991,52144
"Spain","ESP",1992,53197
"Spain","ESP",1993,51745
"Spain","ESP",1994,34100
"Spain","ESP",1995,27955
"Spain","ESP",1996,52085
"Spain","ESP",1997,52409
"Spain","ESP",1998,73724
"Spain","ESP",1999,66099
"Spain","ESP",2000,63843
"Spain","ESP",2001,74981
"Spain","ESP",2002,74204
"Spain","ESP",2003,76609
"Spain","ESP",2004,76297
"Spain","ESP",2005,74994
"Spain","ESP",2006,79824
"Spain","ESP",2007,82116
"Spain","ESP",2008,73585
"Spain","ESP",2009,71931
"Spain","ESP",2010,97378
"Spain","ESP",2011,83426
"Spain","ESP",2012,76337
"Spain","ESP",2013,69400
"Spain","ESP",2014,77401
"Spain","ESP",2015,86636
"Spain","ESP",2016,91509
"Spain","ESP",2017,92936
"Spain","ESP",2018,89590
"Spain","ESP",2019,97730
"Spain","ESP",2020,99070
"Spain","ESP",2021,116770
"Spain","ESP",2022,105930
"Spain","ESP",2023,86800
"Sri Lanka","LKA",1990,1354.29
"Sri Lanka","LKA",1991,1389.05
"Sri Lanka","LKA",1992,1423.82
"Sri Lanka","LKA",1993,1458.59
"Sri Lanka","LKA",1994,1493.35
"Sri Lanka","LKA",1995,1528.12
"Sri Lanka","LKA",1996,1562.89
"Sri Lanka","LKA",1997,1597.65
"Sri Lanka","LKA",1998,1632.42
"Sri Lanka","LKA",1999,1667.19
"Sri Lanka","LKA",2000,1701.95
"Sri Lanka","LKA",2001,1736.72
"Sri Lanka","LKA",2002,1771.49
"Sri Lanka","LKA",2003,1806.25
"Sri Lanka","LKA",2004,1841.02
"Sri Lanka","LKA",2005,1875.79
"Sri Lanka","LKA",2006,1910.55
"Sri Lanka","LKA",2007,1945.32
"Sri Lanka","LKA",2008,1980.09
"Sri Lanka","LKA",2009,2014.85
"Sri Lanka","LKA",2010,6170.77
"Sri Lanka","LKA",2011,9666.46
"Sri Lanka","LKA",2012,10663
"Sri Lanka","LKA",2013,11370
"Sri Lanka","LKA",2014,15620
"Sri Lanka","LKA",2015,18000
"Sri Lanka","LKA",2016,15651
"Sri Lanka","LKA",2017,13773
"Sri Lanka","LKA",2018,22744
"Sri Lanka","LKA",2019,22446
"Sri Lanka","LKA",2020,19274
"Sri Lanka","LKA",2021,14941
"Sri Lanka","LKA",2022,14245
"Sri Lanka","LKA",2023,12238
"Suriname","SUR",2019,57
"Suriname","SUR",2020,111
"Suriname","SUR",2021,100
"Suriname","SUR",2022,99.33
"Suriname","SUR",2023,98.67
"Sweden","SWE",2018,0
"Sweden","SWE",2019,0
"Sweden","SWE",2020,0
"Sweden","SWE",2021,0
"Sweden","SWE",2022,0
"Sweden","SWE",2023,0
"Trinidad and Tobago","TTO",1961,180
"Trinidad and Tobago","TTO",1962,190
"Trinidad and Tobago","TTO",1963,202
"Trinidad and Tobago","TTO",1964,210
"Trinidad and Tobago","TTO",1965,220
"Trinidad and Tobago","TTO",1966,230
"Trinidad and Tobago","TTO",1967,250
"Trinidad and Tobago","TTO",1968,270
"Trinidad and Tobago","TTO",1969,240
"Trinidad and Tobago","TTO",1970,220
"Trinidad and Tobago","TTO",1971,190
"Trinidad and Tobago","TTO",1972,170
"Trinidad and Tobago","TTO",1973,150
"Trinidad and Tobago","TTO",1974,160
"Trinidad and Tobago","TTO",1975,170
"Trinidad and Tobago","TTO",1976,180
"Trinidad and Tobago","TTO",1977,190
"Trinidad and Tobago","TTO",1978,200
"Trinidad and Tobago","TTO",1979,210
"Trinidad and Tobago","TTO",1980,220
"Trinidad and Tobago","TTO",1981,240
"Trinidad and Tobago","TTO",1982,250
"Trinidad and Tobago","TTO",1983,260
"Trinidad and Tobago","TTO",1984,270
"Trinidad and Tobago","TTO",1985,270
"Trinidad and Tobago","TTO",1986,280
"Trinidad and Tobago","TTO",1987,290
"Trinidad and Tobago","TTO",1988,300
"Trinidad and Tobago","TTO",1989,310
"Trinidad and Tobago","TTO",1990,363
"Trinidad and Tobago","TTO",1991,100
"Trinidad and Tobago","TTO",1992,98.03
"Trinidad and Tobago","TTO",1993,96.11
"Trinidad and Tobago","TTO",1994,94.23
"Trinidad and Tobago","TTO",1995,92.38
"Trinidad and Tobago","TTO",1996,90.57
"Trinidad and Tobago","TTO",1997,88.79
"Trinidad and Tobago","TTO",1998,87.04
"Trinidad and Tobago","TTO",1999,85.32
"Trinidad and Tobago","TTO",2000,83.63
"Trinidad and Tobago","TTO",2001,81.97
"Trinidad and Tobago","TTO",2002,80.35
"Trinidad and Tobago","TTO",2003,78.75
"Trinidad and Tobago","TTO",2004,77.18
"Trinidad and Tobago","TTO",2005,75.65
"Trinidad and Tobago","TTO",2006,74.14
"Trinidad and Tobago","TTO",2007,72.65
"Trinidad and Tobago","TTO",2008,71.2
"Trinidad and Tobago","TTO",2009,69.77
